,DTP_1,DTS_1,GR_1,MD_1,NPHI_1,RT_1,RHOB_1
5064,87.46231,149.16418,127.323265,2531.9797,0.17320263,4.2562714,2.5834181
5065,81.7708,142.64494,122.64034,2532.5044,0.16066998,4.4083495,2.6124809
5066,79.668884,137.36461,112.30743,2533.0293,0.14076316,4.7676425,2.6214604
5067,78.32726,135.63892,99.04882,2533.4978,0.123952985,5.0982285,2.6252007
5068,77.658554,136.9039,96.90104,2534.0215,0.12127941,6.0861335,2.6176896
5069,80.60898,138.82973,106.72507,2534.4922,0.13091777,7.318283,2.594717
5070,81.836494,137.91557,109.17059,2535.0159,0.13151266,7.6366715,2.586472
5071,79.09822,135.6563,104.81169,2535.4856,0.12824503,7.341771,2.6004143
5072,76.19349,135.64827,103.72647,2536.0088,0.1252106,7.4388165,2.6204617
5073,77.73099,141.0437,108.33417,2536.4795,0.13104,7.7466664,2.6270578
5074,84.602295,150.5375,115.87905,2537.002,0.14866896,7.807328,2.600542
5075,91.39113,158.08179,121.643875,2537.4722,0.164101,7.5047,2.5676699
5076,97.086,157.81496,127.50929,2537.9954,0.17604,6.280516,2.532097
5077,101.17466,146.75893,123.589645,2538.519,0.17938653,4.855243,2.5012956
5078,90.87461,136.62227,112.64634,2538.988,0.14882475,4.211171,2.5356464
5079,72.052704,128.45271,97.28447,2539.5117,0.095440544,4.360083,2.6007984
5080,69.53636,123.78418,94.30157,2539.982,0.082867056,8.509617,2.6101177
5081,71.447815,122.160965,97.88564,2540.5054,0.08731999,19.810472,2.6159453
5082,70.10922,124.03805,98.063065,2540.9739,0.08798947,23.792688,2.6246614
5083,72.17609,130.38814,111.04886,2541.499,0.09994333,20.076633,2.6146193
5084,78.43822,137.92146,122.07559,2542.023,0.12077421,18.29037,2.5869656
5085,82.994,143.06543,123.487595,2542.4922,0.1374375,14.367544,2.57196
5086,86.73515,146.36803,129.55794,2543.0156,0.14637882,9.213751,2.5588608
5087,88.48842,140.32164,137.65341,2543.4863,0.14450222,8.2163,2.5442567
5088,82.95066,128.2561,124.6721,2544.0093,0.12789157,7.1742144,2.5662441
5089,71.58228,124.42529,91.99002,2544.479,0.103270985,7.079143,2.6425462
5090,71.68198,128.5575,83.516716,2545.0022,0.103171766,8.425534,2.6462255
5091,80.9008,134.8555,109.53036,2545.526,0.12633449,17.137743,2.5697157
5092,82.53407,137.19641,120.449295,2545.996,0.13154736,17.217972,2.5553923
5093,81.913055,137.36638,125.36366,2546.5186,0.12626334,9.071866,2.5631378
5094,81.224815,138.6283,126.44847,2546.9895,0.12624235,9.00735,2.563879
5095,82.25071,140.35362,123.26609,2547.5132,0.134959,9.774028,2.562947
5096,83.15924,141.88841,119.82905,2547.9817,0.14331265,9.627414,2.5716512
5097,83.07553,145.01923,119.32579,2548.506,0.14693165,8.5906,2.5852442
5098,85.02029,149.48466,121.44522,2549.0312,0.15875684,7.1429434,2.5871577
5099,88.58358,151.62926,132.38303,2549.4998,0.17530152,6.374114,2.5756998
5100,89.62528,149.2836,138.93585,2550.0232,0.17793708,5.5656834,2.572002
5101,85.4993,142.91718,126.2374,2550.4934,0.1578522,4.5344834,2.5858965
5102,80.851295,136.90575,120.749535,2551.017,0.1415679,4.2678857,2.6022375
5103,76.843765,135.32622,119.053444,2551.4863,0.13144651,5.079114,2.6132092
5104,77.1966,135.00476,118.63475,2552.0098,0.12337354,6.124767,2.6157093
5105,78.06297,137.60126,116.69151,2552.4807,0.11820833,6.501617,2.609421
5106,78.71159,145.67825,117.212906,2553.003,0.117554724,7.4235854,2.595023
5107,86.37635,152.98143,127.276855,2553.4731,0.14152451,7.6525855,2.580982
5108,93.205734,154.00809,135.12129,2553.9963,0.17090762,8.291817,2.5622795
5109,88.83423,141.1694,131.06567,2554.52,0.16263299,6.469329,2.560769
5110,81.37126,127.80555,117.881935,2554.989,0.12977578,4.1485715,2.5761123
5111,70.18205,119.87955,94.98106,2555.513,0.09334721,4.3442335,2.605671
5112,62.953053,121.0535,85.06345,2555.9834,0.09345646,7.1346836,2.6362827
5113,69.75604,125.8974,97.13518,2556.507,0.111185,11.316042,2.6204426
5114,75.748695,127.72804,97.44009,2556.9758,0.11437578,13.642057,2.6031566
5115,73.373276,126.82256,94.59637,2557.5005,0.10182223,12.282734,2.610113
5116,70.78417,131.02715,105.16103,2558.025,0.10298159,11.026472,2.6295834
5117,78.950745,140.40704,117.73446,2558.494,0.1270175,12.869857,2.611362
5118,92.77632,151.32086,140.96928,2559.0176,0.17055587,14.934017,2.5613868
5119,88.87379,157.7093,130.14075,2559.4878,0.17830056,12.794232,2.6134315
5120,90.49492,162.16249,114.404106,2560.011,0.18633632,7.653128,2.6139188
5121,95.876434,164.17484,132.95256,2560.4807,0.19909501,6.2203145,2.5610642
5122,94.44619,165.40288,148.38937,2561.004,0.19279002,5.460117,2.5577345
5123,98.08672,167.01877,143.90068,2561.5273,0.19360499,5.4028997,2.5399432
5124,101.46774,164.45007,145.32172,2561.9968,0.19458471,5.4519854,2.5152998
5125,97.36331,154.75299,142.66681,2562.5198,0.18371668,4.11375,2.5263507
5126,87.9352,146.47064,134.33623,2562.9902,0.16320354,3.3239167,2.5688276
5127,83.48232,142.62332,129.60223,2563.5142,0.151194,3.8620288,2.5937605
5128,81.600624,140.87202,120.98683,2563.983,0.14798105,4.963257,2.6096413
5129,80.54138,139.85777,113.77252,2564.507,0.13951167,5.356583,2.6148307
5130,80.67548,139.91231,113.8577,2564.9773,0.13270766,5.7380166,2.598994
5131,80.17107,142.17361,116.47711,2565.5007,0.134309,6.352628,2.579171
5132,84.15861,143.28145,119.583855,2565.9692,0.1389795,6.6591573,2.5635033
5133,85.24543,137.61746,121.4281,2566.4949,0.14071888,7.0318675,2.5724573
5134,77.18212,129.28256,118.270325,2567.0186,0.13877158,6.1505995,2.6071215
5135,69.97353,128.2099,103.98006,2567.4883,0.120994985,5.327871,2.690335
5136,70.17999,132.04553,101.60584,2568.0115,0.11148765,6.0824666,2.7036493
5137,75.742966,135.88158,116.9603,2568.4822,0.13040778,12.017734,2.6270316
5138,77.5079,138.38512,121.59813,2569.0046,0.14110737,13.333357,2.6297894
5139,78.41354,139.68129,127.23464,2569.475,0.14382,8.995429,2.635795
5140,79.64495,140.11421,143.56926,2569.998,0.14699471,5.750917,2.63361
5141,78.75492,140.12688,119.53473,2570.5217,0.145164,4.795471,2.6318564
5142,78.805504,139.57867,87.099594,2570.991,0.14505371,4.7103996,2.6249897
5143,79.55913,137.86375,78.95808,2571.5144,0.14226055,5.0624833,2.6255744
5144,77.097855,135.27591,74.19569,2571.9846,0.13097587,5.3148665,2.6328733
5145,74.62577,131.90794,71.858154,2572.5083,0.1232155,5.0557714,2.6402798
5146,73.6142,130.6602,73.71358,2572.9768,0.11951262,5.5911994,2.6484807
5147,72.947174,132.4511,85.44442,2573.5015,0.11862001,6.549233,2.6517377
5148,75.6069,135.6571,107.32886,2574.026,0.13203894,6.946328,2.640847
5149,77.74363,136.89328,117.8207,2574.4949,0.1431355,7.0974574,2.6215255
5150,77.40194,136.30273,118.10497,2575.0183,0.14827822,6.222683,2.6442273
5151,75.78564,136.68642,119.82342,2575.489,0.15229721,5.416567,2.665662
5152,76.65248,138.9692,124.32116,2576.0122,0.15213633,5.638057,2.647985
5153,79.47743,139.18481,134.04562,2576.482,0.1497195,5.7795997,2.6363378
5154,78.26635,136.9538,132.45065,2577.0054,0.14670117,5.3201165,2.6409106
5155,75.19243,136.37799,130.91805,2577.5288,0.1465045,4.5489144,2.651651
5156,76.134705,138.52592,147.97386,2577.999,0.15005107,4.734729,2.640282
5157,79.47446,141.41667,178.94464,2578.5212,0.16162279,5.72995,2.623821
5158,80.87008,141.43748,286.05435,2578.9922,0.16889586,5.341617,2.614521
5159,79.33866,139.27847,283.45972,2579.5159,0.16707999,4.3914857,2.5971131
5160,77.759384,138.69836,161.85333,2579.9849,0.1688,4.343543,2.5909019
5161,78.8692,140.62086,86.614784,2580.5088,,4.7566833,2.597382
5162,81.702354,143.31778,64.51416,2580.9788,,5.216133,2.5962896
5163,83.26472,145.517,52.192707,2581.5024,,4.954886,2.596279
5164,79.951584,146.88501,53.829918,2581.971,,4.4660573,2.594801
5165,70.20909,,57.945145,2582.496,,4.3779836,2.5920477
5166,63.890617,,66.209656,2583.02,,4.3334146,2.5880501
5167,65.15794,,96.43576,2583.489,,4.2558856,2.57196
5168,67.56258,,98.6168,2584.0125,,4.2737164,2.5711591
5169,70.82793,,63.741177,2584.4834,,4.53755,2.6096358
5170,76.35045,,58.36598,2585.0059,,4.5069146,2.6103878
5171,75.94435,,64.1909,2585.476,,4.257157,2.5867326
5172,70.98606,,65.80167,2585.9993,,4.1176167,
5173,71.520706,,62.93377,2586.5227,,4.360457,
5174,72.88308,,61.823647,2586.9922,,6.744985,
5175,72.61917,,67.567795,2587.5156,,12.899083,
5176,77.01403,,76.51698,2587.986,,16.77885,
5177,87.78178,,83.83883,2588.5103,,16.491484,
5178,88.47808,,79.87986,2588.9788,,15.857971,
5179,77.07663,,60.04746,2589.503,,15.165532,
5180,69.898575,,57.61317,2590.0278,,10.928586,
5181,73.60739,,68.15694,2590.4807,,8.230057,
5182,85.018005,,80.95755,2591.034,,8.2140665,
5183,89.08126,,87.00309,2591.4905,,8.229633,
5184,86.29209,,84.40122,2592.014,,8.262472,
5185,82.45238,,85.22503,2592.4834,,8.361629,
5186,87.77679,163.06174,89.3547,2593.0066,,8.933666,
5187,95.292046,164.85307,90.46854,2593.4778,,10.790799,
5188,95.74942,166.82704,91.99686,2593.9998,,15.267916,
5189,97.00305,167.4679,89.04244,2594.4949,,19.912859,
5190,97.992775,166.75745,87.2452,2594.9932,,17.352116,
5191,90.930885,157.39983,73.010765,2595.5168,,10.135286,
5192,76.53078,138.48303,58.262573,2595.986,,8.305857,
5193,73.803795,127.15042,76.82396,2596.5098,,7.361934,
5194,82.31887,137.9976,104.62986,2596.98,,7.379333,
5195,84.84645,145.90654,113.78459,2597.5034,,7.351957,
5196,85.86557,145.08397,122.904205,2597.972,0.15390287,7.1053147,2.5539956
5197,85.164024,144.99043,133.71832,2598.4976,0.15207751,5.8556,2.5486553
5198,83.69791,144.07716,131.68478,2599.0217,0.14807896,4.6597714,2.5468526
5199,84.195435,146.17018,130.72089,2599.491,0.15345201,4.867814,2.5499074
5200,87.68985,154.3182,133.67116,2600.0142,0.16834827,9.28775,2.5532682
5201,92.146545,160.92662,139.68646,2600.4849,0.17327945,13.972867,2.5518227
5202,91.32284,154.10469,126.65854,2601.0078,0.1455458,12.245956,2.5649257
5203,81.821815,137.03871,103.99219,2601.4778,0.105850995,8.683186,2.5871043
5204,72.47589,124.41942,100.90457,2602.001,0.08635529,6.2675667,2.599153
5205,73.0571,128.92967,111.48836,2602.5244,0.1004625,6.200557,2.596145
5206,77.10849,135.41338,120.837875,2602.9941,0.11944264,6.7353716,2.580753
5207,79.40054,136.27867,119.454414,2603.5168,0.13440001,8.311383,2.565527
5208,76.63199,128.89467,100.35448,2603.9873,0.12969,9.732183,2.6044297
5209,69.66709,121.732544,88.58092,2604.511,0.118912,11.603099,2.676195
5210,70.40191,129.00859,104.76434,2604.9797,0.1284058,9.667415,2.6801221
5211,79.521515,145.51408,130.09808,2605.5042,0.14957723,5.042333,2.6122668
5212,84.55363,152.31998,123.03998,2606.0288,0.16016316,4.253443,2.569435
5213,86.7067,154.50784,104.46698,2606.4978,0.16208398,4.1011286,2.5728168
5214,87.858376,154.46448,88.407,2607.0215,0.1580747,4.035283,2.5752614
5215,87.3665,151.22162,84.892914,2607.4917,0.14479278,4.3226166,2.5668955
5216,85.82411,141.56435,118.635796,2608.0151,0.13073106,5.671329,2.5783103
5217,78.72493,125.821655,125.676346,2608.4849,0.106309496,17.3787,2.632784
5218,68.27822,114.60866,89.769966,2609.008,0.06992765,28.281565,2.6502094
5219,65.88282,116.254654,74.4188,2609.4795,0.05762112,24.965235,2.6140547
5220,67.18528,118.78115,77.855194,2610.002,0.062692106,20.871,2.6093771
5221,68.38121,120.45543,80.56558,2610.4722,0.069837496,16.805784,2.6027894
5222,69.44773,121.961845,82.76687,2610.9949,0.075316474,14.9008,2.5950842
5223,70.03443,124.077675,87.7538,2611.5186,0.082476005,13.121086,2.604961
5224,71.29383,127.76069,93.1375,2611.988,0.08942474,10.7425995,2.617197
5225,73.51632,132.97612,96.49411,2612.5112,0.10033111,7.4509163,2.6236727
5226,75.45816,135.55945,93.98744,2612.9817,0.10846883,6.485,2.629671
5227,76.80943,136.68152,91.97499,2613.5054,0.11881701,6.198214,2.627248
5228,77.830055,136.12657,92.150566,2613.9739,0.15850945,5.9332576,2.62134
5229,77.435646,135.72076,94.26103,2614.4988,0.20440613,5.9982505,2.6190488
5230,77.00983,142.2482,100.16986,2615.0227,0.20730053,5.6155562,2.6079001
5231,82.29776,152.69229,119.30674,2615.492,0.19447699,5.155957,2.5600579
5232,91.90997,155.03325,147.42262,2616.0151,0.17607413,6.2910333,2.4990757
5233,90.4018,152.2607,145.70291,2616.4858,0.155695,8.166316,2.49712
5234,89.86446,156.70789,143.48183,2617.0088,0.16117685,6.4344573,2.495841
5235,94.28105,154.20195,151.54477,2617.4788,0.17036553,5.8754144,2.5350065
5236,91.204445,148.2375,145.58566,2618.002,0.1581041,7.982267,2.6389298
5237,88.34168,142.7425,144.73033,2618.5254,0.15586948,8.264957,2.6570315
5238,84.01254,131.07794,125.40015,2618.995,0.13078263,10.8897,2.625981
5239,74.33151,122.08221,86.20956,2619.5186,0.09228111,13.299567,2.627519
5240,69.819305,125.32451,80.67436,2619.989,0.08527822,12.032634,2.645998
5241,73.01479,126.27169,91.73684,2620.513,0.095175005,12.312772,2.6350248
5242,73.38524,123.90542,87.65214,2620.9817,0.095479466,13.64753,2.6387324
5243,71.47127,123.58629,80.173615,2621.5056,0.088822216,14.536799,2.658515
5244,71.44452,125.26752,82.45892,2622.0305,0.08805158,13.1635,2.6465566
5245,71.46623,126.332886,85.23254,2622.4995,0.089762,12.640085,2.6395645
5246,72.52191,125.63869,90.54571,2623.023,0.09528177,12.874583,2.639046
5247,72.02994,123.96551,90.30361,2623.4932,0.09262943,13.5257,2.6415663
5248,71.41202,124.30366,89.59445,2624.017,0.09171369,13.243129,2.6261706
5249,71.51875,131.44966,91.99033,2624.486,0.09454449,12.574943,2.6062808
5250,78.04241,146.20251,118.64215,2625.0095,0.12022529,10.664033,2.5479867
5251,87.70534,154.21472,146.7465,2625.4805,0.15808444,8.403283,2.472359
5252,91.39168,154.40756,152.3676,2626.003,0.17414473,7.2981286,2.4492047
5253,90.58081,154.33723,147.52344,2626.473,0.16887902,7.070186,2.4555845
5254,90.57232,153.04367,144.2035,2626.9958,0.16066648,7.5859323,2.4587126
5255,89.31785,149.49075,146.06181,2627.5195,0.16131698,8.646256,2.4329555
5256,88.60947,152.87466,147.73872,2627.989,0.16744104,7.887572,2.41624
5257,91.37542,156.35742,147.69122,2628.5125,0.1608989,7.9924664,2.432911
5258,91.95194,157.95743,148.06677,2628.9827,0.15328646,8.479899,2.4624164
5259,95.02125,160.89255,161.50835,2629.5066,0.17524451,7.827686,2.4633734
5260,96.5069,154.44193,161.93999,2629.975,0.17762949,9.150886,2.4598846
5261,91.444374,144.96303,144.36232,2630.5005,0.15084223,9.98235,2.478481
5262,86.03989,145.67644,138.39998,2631.025,0.1425963,9.216256,2.5152314
5263,86.88808,149.33694,147.17627,2631.494,0.15226302,8.667214,2.5138528
5264,90.70522,148.57593,156.59016,2632.017,0.16593647,8.424434,2.49146
5265,89.27035,146.54468,150.99884,2632.4873,0.15802002,9.09805,2.4903038
5266,87.71607,146.89359,140.6765,2633.011,0.14666682,9.778571,2.4895847
5267,87.277695,148.57643,138.6199,2633.4805,0.149928,9.538528,2.491906
5268,88.60669,149.5659,152.31229,2634.0037,0.15553233,9.277434,2.4742138
5269,88.95484,145.70424,157.38164,2634.527,0.15898052,9.767043,2.4746497
5270,86.38439,144.96588,148.47081,2634.9885,0.15618278,9.928614,2.4954748
5271,87.59418,146.24991,152.23077,2635.5413,0.15951589,9.2424345,2.495175
5272,88.94586,144.99597,153.66867,2635.9902,0.1604753,9.298284,2.4953387
5273,86.954216,147.01009,141.84665,2636.5137,0.15334797,8.945958,2.5171342
5274,87.83552,150.08554,141.33775,2636.9827,0.15712735,8.137357,2.5110745
5275,89.55757,151.48128,153.2326,2637.5068,0.16157,7.6110497,2.500606
5276,90.540695,150.81335,165.22209,2637.9766,0.16287002,7.9711494,2.4950266
5277,91.265045,149.36903,162.55379,2638.5005,0.16412,8.028286,2.464328
5278,90.46882,144.69781,155.37929,2638.9612,0.1663528,7.5832143,2.4357767
5279,87.3966,147.3913,146.41269,2639.517,0.18725295,6.1298003,2.4140995
5280,90.06757,150.39987,140.98354,2640.018,0.20175159,5.340543,2.4744217
5281,91.69255,143.19643,133.49164,2640.4875,0.181261,6.9153285,2.544197
5282,86.62165,142.79214,142.55815,2641.0059,0.16071188,8.3012,2.552232
5283,86.87384,147.59698,157.97702,2641.5051,0.1644206,8.209583,2.5080361
5284,88.74377,147.02165,145.52112,2641.9792,0.16183221,8.402801,2.498131
5285,87.90537,144.45845,152.27971,2642.4753,0.15114367,8.532401,2.4993196
5286,86.03378,142.70123,152.55325,2642.9978,0.13691764,9.896434,2.498646
5287,84.172775,143.0857,144.43655,2643.5215,0.1463155,9.706901,2.5248287
5288,85.19899,144.69577,147.82298,2643.991,0.15984476,8.810686,2.5323591
5289,87.296295,145.59734,152.38138,2644.5142,0.16040777,8.39525,2.5276468
5290,86.94268,145.28784,153.77193,2644.98,0.14804375,8.265984,2.5292916
5291,86.969345,147.99481,159.73647,2645.532,0.14506789,7.6854424,2.5134134
5292,89.57288,147.95161,163.82289,2645.952,0.15725389,7.3384285,2.4924662
5293,88.1546,141.86314,162.56528,2646.5059,0.15959354,8.244184,2.496186
5294,83.66172,143.40889,154.5745,2647.0256,0.16498686,9.132087,2.4735155
5295,86.86241,144.75107,141.44016,2647.4946,0.184784,7.7262864,2.4778514
5296,89.201614,142.58379,137.14125,2648.0178,0.18663824,7.181633,2.525988
5297,87.398254,145.82538,147.26227,2648.4885,0.16893333,8.4779005,2.5090113
5298,91.00239,149.79298,173.7264,2649.0117,0.16503999,7.1060424,2.4441638
5299,91.30728,148.62158,168.71341,2649.5059,0.15668893,8.073515,2.4303148
5300,88.53253,149.99532,147.4187,2650.005,0.16184294,9.692066,2.43437
5301,89.78891,153.93204,145.87317,2650.5034,0.17339423,9.591701,2.4610004
5302,93.49482,154.73805,157.59285,2650.9983,0.17282945,10.085242,2.458404
5303,94.935265,153.17596,162.50766,2651.5212,0.1758972,10.3397665,2.4439812
5304,92.8259,151.69841,145.95709,2651.9683,0.1711025,9.814601,2.4986608
5305,92.84182,156.52835,144.38086,2652.5232,0.16710843,8.315043,2.481309
5306,95.26837,149.86098,156.50478,2652.9846,0.17906633,7.7218857,2.4386692
5307,88.78825,141.16972,143.03839,2653.5083,0.14236055,11.086917,2.4720783
5308,84.68698,148.1055,126.68112,2653.9783,0.09150881,14.535267,2.5172358
5309,90.12007,151.55266,139.82452,2654.5024,0.121062495,12.711442,2.5069003
5310,91.81986,150.39587,145.97571,2654.9707,0.14732897,11.866643,2.473219
5311,90.41568,152.34642,153.79715,2655.4958,0.1515561,14.890517,2.4295464
5312,91.53639,153.17133,173.4118,2656.0027,0.164545,15.970857,2.4000223
5313,91.987854,154.61792,163.11545,2656.4973,0.16791107,14.966372,2.4130673
5314,92.72957,157.13527,156.6295,2657.0122,0.17075354,13.455716,2.4211981
5315,94.332466,159.99791,158.61191,2657.4832,0.1772228,11.748867,2.4180858
5316,95.55428,156.3558,153.66388,2657.9888,0.18282942,10.046143,2.4148698
5317,92.64765,152.05872,150.61075,2658.4841,0.17720157,11.819815,2.4385445
5318,90.85831,153.2176,155.68909,2658.9985,0.17270704,13.298032,2.4618776
5319,93.11549,155.89801,172.55629,2659.5225,0.181214,10.129628,2.4231951
5320,93.96238,161.97006,177.81091,2659.992,0.19496737,8.071629,2.4411309
5321,94.618774,155.90195,168.4232,2660.5151,0.19753054,7.22415,2.539901
5322,85.98082,140.93773,139.95784,2660.9856,0.16060767,10.650634,2.562952
5323,80.821365,144.28543,116.71277,2661.5093,0.117644,12.240314,2.521756
5324,85.41749,151.17932,126.4805,2661.962,0.12947887,9.901072,2.4996853
5325,90.44942,152.92459,148.93678,2662.5164,0.18165708,7.3258996,2.4715927
5326,91.14341,152.27538,154.76509,2663.0278,0.19520475,7.570015,2.470355
5327,90.09099,152.15268,152.17532,2663.4966,0.191716,9.219043,2.4600387
5328,89.630516,151.65392,149.30981,2664.0198,0.18308118,9.9921,2.4490108
5329,89.64828,152.23666,152.70526,2664.4902,0.17509943,9.170966,2.453385
5330,90.403206,153.51237,144.05379,2665.014,0.1743716,8.1463,2.4693077
5331,91.656876,152.41765,149.11221,2665.4832,0.17946348,7.4451284,2.4725542
5332,90.25272,152.47046,155.7058,2666.0063,0.18242235,7.0468335,2.4793673
5333,90.90083,154.01631,151.20964,2666.5051,0.18387155,7.5998573,2.4700215
5334,92.17135,150.70583,141.37491,2666.9998,0.18102168,9.460157,2.4778066
5335,89.44144,149.716,132.03473,2667.5222,0.1721578,10.283086,2.499078
5336,89.41399,153.51842,138.88539,2667.979,0.1686306,9.5733,2.4698317
5337,92.38154,150.46822,142.2366,2668.5322,0.17387106,10.813858,2.4305215
5338,89.03811,150.38156,139.29317,2668.9856,0.16814524,12.7636,2.4378324
5339,87.78912,159.47125,139.30592,2669.5093,0.17265445,10.220416,2.440083
5340,93.07388,165.0618,149.80566,2669.9797,0.18766472,6.6556506,2.440031
5341,94.813515,161.30594,148.88792,2670.5034,0.18365702,7.0477,2.4625773
5342,94.373245,159.53079,143.51547,2670.972,0.18173897,7.5385575,2.4614165
5343,95.27206,160.78127,143.52042,2671.497,0.18199167,7.720467,2.4534369
5344,97.11778,160.5659,150.90582,2672.0122,0.18973278,8.074971,2.4300873
5345,96.60531,158.17358,153.08594,2672.507,0.19159105,9.168158,2.4164557
5346,94.540825,153.97441,147.8642,2673.014,0.19259295,11.0346,2.4259925
5347,91.693474,154.1402,142.91182,2673.4849,0.19275331,12.1354,2.4280887
5348,91.88114,156.15729,146.24243,2673.999,0.19120724,12.912499,2.4513102
5349,93.010925,152.8148,147.20854,2674.4941,0.18431948,14.254672,2.4441013
5350,89.507965,150.77771,141.03668,2675.0005,0.17261295,14.359883,2.4246163
5351,90.21418,154.74968,148.5203,2675.5237,0.1765137,13.416414,2.4216938
5352,93.115814,156.5283,158.62839,2676.0193,0.17880446,13.172729,2.4034863
5353,93.29025,154.33429,162.03648,2676.5166,0.18000335,12.627633,2.4029818
5354,91.894615,148.95105,157.01678,2676.987,0.17996468,11.3480835,2.4185023
5355,87.830605,138.80891,149.1523,2677.511,0.16750649,9.698756,2.4318664
5356,84.257935,144.58704,137.28018,2677.9797,0.15747947,7.9791274,2.4298086
5357,87.02963,160.22948,127.539986,2678.504,0.16410168,5.3627496,2.4183562
5358,91.83259,154.10818,129.33675,2679.003,0.15637833,7.2429857,2.4126613
5359,89.41678,142.01768,137.90665,2679.4976,0.14796,8.650286,2.4177344
5360,85.38467,143.42198,150.13622,2680.021,0.15189293,7.8098836,2.3816278
5361,89.4428,149.10905,147.6081,2680.4912,0.16409999,6.21575,2.3560188
5362,88.620155,147.97784,128.32745,2680.9893,0.15724,7.6468287,2.426052
5363,86.89824,150.48282,126.931984,2681.4846,0.14970632,9.616514,2.4610615
5364,90.61247,155.63081,140.43436,2682.0076,0.16996413,8.992733,2.4314096
5365,91.86114,154.32788,148.30618,2682.4788,0.17175002,9.878467,2.4276876
5366,91.63873,152.97731,151.10855,2683.0012,0.17379105,12.134473,2.4220817
5367,91.37565,151.83434,147.49677,2683.4717,0.18100001,13.414457,2.4122639
5368,90.034805,150.4661,151.07257,2683.9946,0.18620236,14.962151,2.410034
5369,88.55868,148.3848,158.1257,2684.5183,0.183476,15.199901,2.4216013
5370,87.64165,145.30615,149.35811,2684.9622,0.1764622,14.589713,2.443892
5371,86.082184,145.9917,139.0077,2685.5151,0.1625353,13.734051,2.4817374
5372,87.012924,148.599,148.45757,2685.9814,0.16261177,15.520149,2.512088
5373,88.47227,146.20578,153.6793,2686.5051,0.1658805,14.886771,2.5073674
5374,86.776474,144.66306,147.6856,2686.9736,0.14997001,14.002371,2.4904368
5375,85.906075,144.69684,150.13348,2687.4985,0.15301609,15.433834,2.4793043
5376,85.75292,148.53374,152.0749,2688.0227,0.16338316,14.97273,2.4684455
5377,88.661545,148.17009,156.1333,2688.4917,0.16905299,13.312572,2.4437907
5378,91.56371,140.34303,159.48688,2689.015,0.17430174,11.866516,2.43944
5379,83.87501,136.6656,129.71808,2689.4856,0.15283388,14.6715,2.4841762
5380,81.31395,146.43869,127.16203,2690.0085,0.15902157,13.722714,2.4875622
5381,89.66887,156.25645,154.78654,2690.4783,0.17833649,12.754186,2.4374316
5382,97.59405,159.21619,172.27866,2690.9778,0.18240437,18.095867,2.3799179
5383,96.21701,155.42885,184.37657,2691.5325,0.18876055,29.900442,2.3546205
5384,93.04092,150.53116,174.99008,2691.9949,0.17274685,40.59887,2.372578
5385,89.153534,147.20735,148.85234,2692.5178,0.15101276,46.3278,2.4066706
5386,88.048134,145.73016,143.37471,2692.9885,0.15382472,37.412167,2.4164588
5387,86.795105,149.02432,147.47751,2693.5122,0.15568149,23.630857,2.4228113
5388,88.08376,152.74905,152.57715,2693.9812,0.16194315,20.134974,2.4209206
5389,91.220634,151.9236,161.79774,2694.5056,0.16900444,24.258917,2.4149098
5390,90.59152,143.89777,154.39911,2695.013,0.16067332,29.668356,2.40609
5391,81.49718,135.62086,112.15892,2695.5073,0.12411369,39.266155,2.455531
5392,75.53945,142.03381,100.20499,2696.0227,0.11310824,44.075882,2.4949584
5393,85.20562,155.71776,134.44493,2696.493,0.14782669,27.449966,2.4574125
5394,94.82802,160.35954,155.78885,2697.0168,0.17177948,20.95633,2.407822
5395,96.66244,160.22029,170.76396,2697.486,0.181783,27.142588,2.3754961
5396,95.44987,155.77625,172.55331,2698.0093,0.1816747,30.291681,2.3710234
5397,91.06405,147.824,154.59915,2698.4805,0.16336499,29.5851,2.4029324
5398,86.51339,144.41609,142.16914,2699.0027,0.14425844,24.793516,2.4397304
5399,85.270676,145.08066,140.61429,2699.4727,0.1432615,20.221228,2.4477267
5400,86.23242,151.0039,151.29518,2699.9958,0.15809941,15.718468,2.4134524
5401,90.86711,161.0302,154.39609,2700.5193,0.17657702,9.667399,2.4068944
5402,93.84259,161.13515,152.96854,2700.9885,0.17700474,9.523115,2.4203382
5403,93.10531,155.25587,162.71257,2701.512,0.17313999,11.905467,2.4073083
5404,91.92323,152.06633,165.3205,2701.9824,0.17646708,13.057134,2.3927689
5405,90.29782,152.3804,164.69322,2702.506,0.17133948,15.9658,2.4045155
5406,91.32375,148.40967,174.5071,2702.9746,0.16251369,21.268143,2.399084
5407,86.50507,137.9356,145.48982,2703.4995,0.12142834,33.897503,2.468051
5408,80.231125,144.57126,136.43953,2704.0242,0.12168842,30.65134,2.4853885
5409,85.10724,154.67241,166.77527,2704.4858,0.16098844,18.811085,2.4207358
5410,92.28828,155.34413,175.62502,2705.04,0.18289311,12.593082,2.4004607
5411,91.80228,154.2396,168.97049,2705.4873,0.17638221,10.736066,2.4003305
5412,89.94454,153.06485,163.83,2706.0105,0.17393632,9.075343,2.40546
5413,88.6401,157.3146,169.41275,2706.4802,0.17920852,8.030329,2.386093
5414,90.08038,167.8973,173.91579,2707.0034,0.18075235,6.02525,2.4074347
5415,92.196,161.74501,162.29152,2707.5269,0.16329849,5.9609423,2.4960418
