,DTP_1,DTS_1,GR_1,MD_1,NPHI_1,RT_1,RHOB_1
17439,63.885788,,47.536606,2992.51,0.085293315,,
17440,64.1563,,47.300365,2992.9893,0.08531734,13.219,
17441,64.0723,,46.816437,2993.5037,0.0846725,13.219,
17442,64.211945,,46.37421,2993.993,0.0785875,11.76,
17443,64.342865,,45.877407,2994.5112,0.06821333,11.76,
17444,63.621056,,45.649464,2995.0112,0.063012674,,
17445,63.13966,,45.878807,2995.533,0.059870623,,
17446,63.05032,,46.580982,2996.0078,0.059064995,,
17447,62.999096,,47.714325,2996.5361,0.058490004,14.879,
17448,62.887188,,49.325603,2996.9739,0.060362663,15.319,
17449,62.533432,,51.019268,2997.5403,0.067938,15.759,
17450,62.505936,,50.330185,2997.9739,0.07274466,,
17451,62.781258,,48.19903,2998.532,0.074904,11.755,
17452,62.754597,,47.423126,2998.9854,0.077874996,11.755,
17453,62.902527,,48.11094,2999.506,0.080655985,,
17454,63.60254,,48.63392,3000.0105,0.07897067,,
17455,63.938786,,49.088757,3000.5505,0.07672999,10.762,
17456,63.76058,,50.14948,3000.9827,0.07596647,10.762,
17457,63.48934,,49.92026,3001.5037,0.07484874,13.496,
17458,63.10547,,49.24226,3001.9565,0.072380014,13.496,
17459,62.757732,,50.310516,3002.5212,0.073642865,,
17460,62.926502,,52.46064,3003.0005,0.078416,15.167,
17461,62.9909,,54.891106,3003.5142,0.076799996,15.167,
17462,63.277943,,52.588245,3003.9678,0.073383994,,
17463,64.329704,,50.728172,3004.5212,0.072178565,11.354,
17464,64.94297,,51.62964,3004.9937,0.07216933,11.354,
17465,64.522865,,51.50494,3005.5137,0.07257562,,
17466,63.02926,,51.308353,3006.005,0.06763562,15.661,
17467,61.651318,,51.04241,3006.5332,0.06125625,15.661,
17468,61.112663,,51.149437,3006.9705,0.059686672,19.747,
17469,60.77385,,53.404087,3007.5273,0.060097333,19.747,
17470,60.92497,,52.884274,3007.9705,0.064398125,,
17471,61.445877,,53.497585,3008.4973,0.0768025,,
17472,62.27417,,55.535507,3008.956,0.08514132,,
17473,63.29495,,54.739437,3009.5273,0.079737335,13.199,
17474,62.66758,,52.90425,3009.981,0.079569995,13.199,
17475,62.15704,,51.829964,3010.506,0.090063326,14.621,
17476,63.25372,,52.653564,3011.0105,0.091336,14.621,
17477,63.7018,,54.3601,3011.5107,0.08784934,13.315,
17478,63.42754,,55.106514,3011.9893,0.088975996,13.837,
17479,63.769733,,51.85149,3012.5056,0.085565,14.359,
17480,63.791283,,49.338985,3012.9697,0.08001334,12.257,
17481,62.995037,,49.1189,3013.551,0.08129266,12.257,
17482,62.757,,50.73158,3014.0156,0.08588688,13.408,
17483,63.054005,,52.0702,3014.5188,0.08935334,13.408,
17484,63.8218,,51.722954,3015.0105,0.089236006,11.022,
17485,64.246895,,52.502785,3015.5107,0.087896004,11.022,
17486,64.03741,,52.12666,3015.9985,0.088564,,
17487,64.464066,,49.68361,3016.525,0.0906625,11.485,
17488,64.839775,,49.352867,3017.0105,0.09107125,10.68,
17489,64.925674,,48.2484,3017.5166,0.090459995,9.875,
17490,65.55123,,47.67214,3017.9856,0.08859285,8.46,
17491,66.27079,,47.339474,3018.53,0.08451666,8.46,
17492,65.52165,,48.392197,3018.9634,0.08405667,11.754,
17493,63.428627,,49.6322,3019.5212,0.08017071,11.143499,
17494,63.316956,,48.94978,3020.001,0.074678,10.533,
17495,64.316414,,50.3026,3020.53,0.073805004,,
17496,64.52885,,52.900387,3020.984,0.07489333,11.646,
17497,63.987522,,53.87342,3021.5212,0.07540714,10.9855,
17498,63.3611,,50.911392,3022.001,0.07749601,10.325,
17499,63.159634,,49.457726,3022.5156,0.07870875,,
17500,63.042015,,50.0741,3022.9854,0.079023734,12.356,
17501,63.56472,,50.995205,3023.5261,0.082677506,11.284,
17502,64.371445,,51.061222,3023.9917,0.085258745,10.212,
17503,64.76764,,50.524193,3024.5273,0.08314875,10.2565,
17504,64.840385,,50.982914,3024.9832,0.08022001,10.2565,
17505,64.42475,,51.98849,3025.5212,0.07488572,,
17506,63.828907,,51.23649,3026.014,0.071736,11.831,
17507,63.763573,,50.560246,3026.5142,0.07238267,11.831,
17508,64.14846,,51.549557,3026.9937,0.07432533,10.621,
17509,63.818325,,52.566883,3027.5156,0.07772125,10.621,
17510,63.70742,,50.91675,3027.9758,0.08207733,11.309,
17511,64.61305,,48.393814,3028.5479,0.085430674,10.261,
17512,65.25707,,47.918613,3028.9812,0.08429066,9.213,
17513,65.81095,,47.99457,3029.542,0.08419,8.271,
17514,66.077225,,47.920456,3029.9722,0.08586472,8.271,
17515,65.73997,,47.18824,3030.5107,0.086264,,
17516,64.73101,,46.267147,3031.0078,0.082385324,10.79,
17517,64.043045,,45.12941,3031.5435,0.08232293,10.79,
17518,64.05971,,44.70038,3031.9636,0.08688186,9.211,
17519,64.23405,,44.756447,3032.5295,0.08878533,9.211,
17520,64.119194,,44.558666,3032.9888,0.08296117,,
17521,63.651814,,44.153625,3033.5,0.07501236,12.256,
17522,63.26982,,44.21765,3033.986,0.07089063,12.256,
17523,63.07074,,44.294853,3034.5037,0.07076813,16.162,
17524,62.893604,,44.11973,3034.9604,0.069632664,16.162,
17525,62.665333,,44.025272,3035.5251,0.074242,,
17526,63.071987,,44.574455,3035.9585,0.081642,12.056,
17527,64.41189,,46.611973,3036.5432,0.08395334,12.056,
17528,64.503265,,47.662327,3036.9766,0.077999994,,
17529,63.391323,,47.538452,3037.538,0.071059994,14.019,
17530,62.633404,,47.56259,3037.9905,0.06829375,14.019,
17531,62.56224,,47.842403,3038.5051,0.067493334,12.652,
17532,63.37013,,47.952965,3039.0186,0.06808,12.652,
17533,63.86382,,47.855045,3039.5188,0.06765333,12.652,
17534,63.27441,,47.798225,3039.9985,0.06609334,13.352,
17535,62.406487,,47.78056,3040.5276,0.06680999,13.352,
17536,62.30748,,47.82749,3040.984,0.06775066,,
17537,62.80715,,47.863686,3041.5295,0.06434667,,
17538,62.894196,,47.923733,3041.9712,0.059337504,13.543,
17539,62.634098,,48.019436,3042.5085,0.060293127,13.543,
17540,62.94949,,47.89398,3042.9692,0.067879334,,
17541,63.37908,,47.7163,3043.5212,0.07229867,14.498,
17542,62.979057,,47.703587,3043.9712,0.07280625,14.498,
17543,63.220673,,47.601906,3044.5312,0.07624,14.176,
17544,63.868057,,47.432144,3044.985,0.07347467,14.176,
17545,63.428207,,47.350414,3045.5432,0.064733334,,
17546,62.7322,,47.425602,3045.9866,0.05842375,,
17547,62.1588,,47.25868,3046.4958,0.056078665,24.365,
17548,62.38044,,47.296734,3047.0056,0.057568666,24.365,
17549,62.85375,,47.52677,3047.5232,0.06259374,,
17550,63.238937,,47.51585,3047.972,0.06809733,,
17551,64.20099,,47.274464,3048.522,0.07039932,14.03,
17552,65.35773,,48.0058,3048.9749,0.06364563,14.03,
17553,64.4335,,48.923527,3049.5046,0.044821337,,
17554,61.108624,,49.064102,3049.9932,0.027346002,,
17555,59.727245,,49.499905,3050.4932,0.025646666,,
17556,60.20495,,49.961803,3051.0186,0.025587497,36.165,
17557,60.42916,,50.26507,3051.4875,0.02474375,36.165,
17558,60.494373,,50.606052,3052.0322,0.026298752,32.233,
17559,60.520233,,50.8399,3052.5105,0.028380001,32.233,
17560,60.45208,,50.80996,3052.9736,0.02939875,,
17561,60.621376,,50.735405,3053.5186,0.0318125,35.006,
17562,60.612537,,50.58406,3053.9783,0.032433335,34.3565,
17563,59.974308,,50.547344,3054.5212,0.02822857,33.707,
17564,59.76227,,50.797825,3054.9856,0.027171427,36.675,
17565,60.123074,,50.858578,3055.5386,0.02789733,36.1545,
17566,59.695034,,50.536533,3055.972,0.024357336,35.634,
17567,58.032955,,50.35226,3056.5212,0.018221427,37.74,
17568,56.43032,,50.207893,3056.9856,0.014900001,37.74,
17569,54.581123,,49.817314,3057.5212,0.011114285,,
17570,52.978497,,48.577507,3057.9856,0.009042857,,
17571,51.698925,,47.259544,3058.5212,0.008239999,168.005,
17572,51.74954,,47.77049,3058.9546,0.008133333,168.005,
17573,52.573574,,48.484947,3059.5518,0.008248,140.863,
17574,52.501255,,48.538494,3060.0105,0.00836125,140.863,
17575,52.073044,,48.524544,3060.5125,0.008297333,,
17576,51.974323,,48.54377,3060.992,0.008199999,205.415,
17577,51.86479,,48.553772,3061.51,0.007973749,205.415,
17578,51.832764,,48.434742,3061.972,0.007865333,,
17579,52.129734,,48.399628,3062.5212,0.008221428,,
17580,52.45176,,47.896633,3063.0159,0.008546665,208.726,
17581,52.55045,,47.448967,3063.5159,0.008513332,208.718,
17582,52.465515,,47.478004,3063.9856,0.008485714,208.71,
17583,52.517742,,47.370533,3064.5212,0.008471428,,
17584,52.493103,,46.524513,3064.9856,0.008485714,,
17585,52.210373,,46.145184,3065.5413,0.008236,,
17586,52.286602,,46.774284,3065.9744,0.008149332,207.538,
17587,52.761585,,47.065105,3066.5212,0.008057143,207.538,
17588,52.62928,,46.695045,3066.9856,0.00805,194.868,
17589,51.99373,,46.544624,3067.534,0.008462001,194.868,
17590,51.586937,,46.412357,3067.9673,0.008628666,,
17591,,,46.1363,3068.5212,0.00845,204.159,
17592,,,45.559193,3068.9856,0.008407142,204.159,
17593,,,44.82356,3069.5212,0.008457143,,
17594,,,45.251373,3069.9856,0.008442857,200.492,
17595,,,45.664227,3070.5212,0.008557142,200.48401,
17596,,,45.283142,3070.9856,0.008742858,200.476,
17597,,,45.058727,3071.5212,0.0095,197.602,
17598,,,45.05548,3071.9856,0.010771428,144.828,
17599,,,46.053555,3072.3445,0.012953846,92.054,
17600,,,47.65712,3072.5664,0.020750001,136.681,
17601,,,48.126682,,0.042427275,136.681,
17602,,,45.89523,,0.058920003,,
17603,,,43.982998,,0.059540004,,
17604,,,43.96725,,,,
17605,,,,0.2,,,
17606,,,,0.5,,,
17607,,,,1,,,
17608,,,,1.5,,,
17609,,,,2,,,
17610,,,,2.5,,,
17611,,,,3,,,
17612,,,,3.5,,,
17613,,,,4,,,
17614,,,,4.5,,,
17615,,,,4.9999995,,,
17616,,,,5.5,,,
17617,,,,5.9999995,,,
17618,,,,6.5,,,
17619,,,,7,,,
17620,,,,7.5,,,
17621,,,,8,,,
17622,,,,8.5,,,
17623,,,,9,,,
17624,,,,9.5,,,
17625,,,,10,,,
17626,,,,10.5,,,
17627,,,,11,,,
17628,,,,11.5,,,
17629,,,,12,,,
17630,,,,12.5,,,
17631,,,,13,,,
17632,,,,13.5,,,
17633,,,,14,,,
17634,,,,14.5,,,
17635,,,,15,,,
17636,,,,15.5,,,
17637,,,,16,,,
17638,,,,16.5,,,
17639,,,,17.000002,,,
17640,,,,17.5,,,
17641,,,,18.000002,,,
17642,,,,18.5,,,
17643,,,,19.000002,,,
17644,,,,19.5,,,
17645,,,,20.000002,,,
17646,,,,20.5,,,
17647,,,,21.000002,,,
17648,,,,21.5,,,
17649,,,,22.000002,,,
17650,,,,22.5,,,
17651,,,,23.000002,,,
17652,,,,23.5,,,
17653,,,,24.000002,,,
17654,,,,24.5,,-999.99,
17655,,,,25.000002,,-999.99005,
17656,,,,25.5,,-999.99005,
17657,,,,26,,-999.99005,
17658,,,,26.5,,-999.9901,
17659,,,,27,,-999.9901,
17660,,,,27.5,,-999.99005,
17661,,,,28,,-999.9901,
17662,,,,28.5,,-999.9901,
17663,,,,29,,-999.9901,
17664,,,,29.5,,-999.99005,
17665,,,,30,,-999.9901,
17666,,,,30.5,,-999.9901,
17667,,,,31,,-999.99005,
17668,,,,31.5,,-999.9901,
17669,,,,32,,-999.9901,
17670,,,,32.5,,-999.9901,
17671,,,,33,,-999.99005,
17672,,,,33.5,,-999.9901,
17673,,,,34.10875,,-999.9901,
17674,,,,34.509167,,-824.3604,
17675,,,,34.965,,-299.92563,
17676,,,,35.53,,44.927402,
17677,,,,35.98,,40.409145,
17678,119.84939,,,36.5,,38.138668,
17679,119.862366,,,37.02,,33.822384,
17680,119.88757,,,37.47,,25.643515,
17681,119.92387,,,37.993332,,15.07895,
17682,119.955734,,,38.49818,,9.73915,
17683,119.97595,,,39.008335,,8.131944,
17684,119.989555,,,39.48461,,8.299043,
17685,119.109085,,,40.002728,,9.585966,
17686,111.60851,,,40.48083,,14.032386,
17687,105.20334,,,40.997272,,25.844656,
17688,111.45522,,,41.515003,,47.358955,
17689,118.82632,,,41.99273,,72.66727,
17690,119.818146,,,42.510002,,81.02362,
17691,119.855225,,,42.985836,,77.21386,
17692,115.2468,,,43.505,,55.293365,
17693,104.73181,,,44.010002,,30.139898,
17694,98.69053,,,44.52583,,23.796473,
17695,104.10473,,,44.975834,,26.808699,
17696,114.48603,,,45.495834,,34.921032,
17697,118.86951,,,46.014164,,42.338688,
17698,119.83422,,,46.489998,,45.03147,
17699,119.913734,,,46.969,,47.169434,
17700,119.959404,,,47.493637,,50.048313,
17701,119.97588,,,48.003338,,53.033043,
17702,119.95191,,,48.480766,,45.58741,
17703,119.87473,,,48.999096,,28.127935,
17704,118.29283,,,49.51615,,21.70663,
17705,110.26142,,,49.99167,,20.210314,
17706,100.51424,,,50.50182,,18.603315,
17707,97.81819,,,51.027,,18.605932,
17708,98.902176,,,51.50616,,20.514843,
17709,99.17362,,,51.98167,,22.118587,
17710,97.35004,,,52.500835,,22.326668,
17711,94.82136,,,53.02084,,23.218142,
17712,92.60125,,,53.47083,,22.195002,
17713,101.58336,,,54.034996,,14.959334,
17714,115.17542,,,54.490833,,8.645133,
17715,119.70254,,,55.009167,,6.567643,
17716,119.76208,,,55.48615,,6.263057,
17717,119.82368,,,56.00455,,6.3910832,
17718,119.6869,,,56.4825,,6.7627425,
17719,115.34112,,,56.998184,,7.497029,
17720,104.91416,,,57.515,,9.234086,
17721,95.215935,,,57.99364,,13.1101675,
17722,93.032036,,,58.511536,,17.505629,
17723,93.78192,,,58.987503,,19.18247,
17724,91.39794,,,59.505833,,18.491316,
17725,93.469124,,,60.01091,,16.554985,
17726,98.7995,,,60.5275,,14.6519,
17727,97.92405,,,60.97667,,13.524214,
17728,90.96903,,,61.495834,,15.120068,
17729,89.203636,,,62.015,,18.623087,
17730,88.91004,,,62.491535,,21.1227,
17731,91.582214,,,62.971,,24.401419,
17732,97.488625,,,63.495457,,28.142416,
17733,99.98641,,,64.005005,,31.364399,
17734,100.99224,,,64.48154,,33.4529,
17735,102.58501,,,64.99909,,36.189697,
17736,103.096176,,,65.51692,,37.5838,
17737,102.677864,,,65.99333,,37.406013,
17738,98.73653,,,66.50272,,37.040546,
17739,95.22288,,,67.028,,37.10407,
17740,107.34694,,,67.50769,,36.941856,
17741,118.45978,,,67.983345,,33.2661,
17742,117.03596,,,68.501656,,22.058418,
17743,109.87027,,,69.02084,,12.423272,
17744,101.75885,,,69.471664,,10.175828,
17745,95.47965,,,70.037,,11.180966,
17746,98.52286,,,70.4925,,12.735133,
17747,99.99026,,,71.01083,,13.8851,
17748,96.216675,,,71.48692,,14.269257,
17749,96.72207,,,72.005455,,14.285333,
17750,100.78892,,,72.48333,,14.478415,
17751,97.56998,,,72.99909,,14.322413,
17752,99.17123,,,73.51583,,13.22107,
17753,102.54499,,,73.99455,,11.112034,
17754,100.74714,,,74.51307,,9.485586,
17755,105.38438,,,74.989174,,8.803743,
17756,104.37612,,,75.5075,,8.685018,
17757,94.802444,,,76.01182,,9.440115,
17758,95.44845,,,76.527504,,9.998614,
17759,103.84966,,,76.9775,,9.636186,
17760,106.79421,,,77.49749,,8.980984,
17761,98.7114,,,78.01667,,10.405001,
17762,92.461754,,,78.4923,,13.046643,
17763,88.884575,,,78.972,,15.65345,
17764,90.028435,,,79.49727,,15.4016,
17765,94.75638,,,80.00583,,13.550743,
17766,98.20688,,,80.48154,,12.236044,
17767,97.1335,,,81,,12.211166,
17768,90.63514,,,81.51846,,15.418829,
17769,91.23174,,,81.995,,22.117914,
17770,103.64141,,,82.50454,,38.297916,
17771,116.47229,,,83.02901,,60.059216,
17772,119.76048,,,83.50846,,80.42278,
17773,119.81799,,,83.98417,,78.37342,
17774,119.83743,,,84.502495,,64.6088,
17775,119.84727,,,85.0225,,60.881626,
17776,118.91766,,,85.472496,,53.781185,
17777,113.24222,,,85.98909,,42.697487,
17778,103.260895,,,86.49416,,29.383448,
17779,102.24482,,,87.012505,,23.938501,
17780,105.49293,,,87.487686,,26.514973,
17781,106.69339,,,88.005455,,31.2246,
17782,109.58838,,,88.48416,,32.60426,
17783,111.10085,,,89.000916,,34.284386,
17784,109.711235,,,89.517494,,35.468872,
17785,106.84927,,,89.99546,,28.155151,
17786,109.52725,,,90.51385,,15.494287,
17787,110.621925,,,90.99084,,9.8735,
17788,100.94224,,,91.50832,,8.4262,
17789,93.33638,,,91.963,,9.585683,
17790,96.257866,,,92.52834,,10.549256,
17791,97.22175,,,92.97918,,10.821757,
17792,94.150276,,,93.49915,,12.111066,
17793,91.59815,,,94.01833,,14.354972,
17794,91.20855,,,94.49384,,15.812271,
17795,91.66322,,,94.97301,,16.850616,
17796,93.835785,,,95.49818,,17.672434,
17797,95.8479,,,96.0075,,20.538227,
17798,100.70729,,,96.483086,,27.73746,
17799,108.48352,,,97.00091,,43.908504,
17800,115.2967,,,97.51923,,68.98951,
17801,119.16062,,,97.996666,,91.83333,
17802,119.785255,,,98.506355,,110.386925,
17803,119.7935,,,99.03001,,103.49917,
17804,119.79619,,,99.50846,,80.22691,
17805,119.79883,,,99.98501,,70.916824,
17806,119.80172,,,100.50416,,81.05355,
17807,119.8021,,,101.02416,,99.13102,
17808,118.83811,,,101.47416,,99.13666,
17809,114.5607,,,101.99,,81.92068,
17810,109.04709,,,102.495,,59.768597,
17811,106.97269,,,103.01417,,52.461544,
17812,107.79655,,,103.48924,,52.960358,
17813,110.00625,,,104.006355,,59.958218,
17814,111.405914,,,104.48499,,76.113976,
17815,114.49353,,,105.002716,,89.329506,
17816,118.601524,,,105.51917,,96.05265,
17817,119.83798,,,105.99727,,100.75561,
17818,119.60816,,,106.51538,,107.47408,
17819,117.69012,,,106.99168,,107.572685,
17820,112.96863,,,107.50918,,100.48266,
17821,112.16925,,,107.965004,,92.30502,
17822,117.22733,,,108.53,,83.76978,
17823,119.7854,,,108.98,,77.55507,
17824,119.8136,,,109.5,,72.09208,
17825,119.86692,,,110.02,,65.96,
17826,119.88897,,,110.47,,52.883186,
17827,119.88813,,,110.99333,,38.040516,
17828,119.607124,,,111.49818,,35.33502,
17829,116.18909,,,112.00833,,29.482183,
17830,111.35643,,,112.48463,,20.047316,
17831,108.14487,,,113.00273,,11.0036,
17832,111.2189,,,113.480835,,9.0247,
17833,112.03938,,,113.99727,,8.779857,
17834,104.88419,,,114.51501,,9.537143,
17835,97.6574,,,114.99273,,12.356967,
17836,96.54203,,,115.51,,18.339327,
17837,99.08976,,,115.98584,,25.22413,
17838,100.46433,,,116.505005,,33.536766,
17839,99.634674,,,117.01,,33.0104,
17840,99.542564,,,117.52584,,29.5764,
17841,101.57368,,,117.97584,,33.30587,
17842,107.10784,,,118.49584,,54.328964,
17843,108.886635,,,119.01416,,89.71382,
17844,107.990555,,,119.490005,,104.812454,
17845,109.502884,,,119.96901,,98.19815,
17846,110.2564,,,120.49363,,93.586464,
17847,110.1358,,,121.00333,,102.26367,
17848,111.14562,,,121.48078,,112.19165,
17849,111.40713,,,121.99909,,131.95949,
17850,111.23681,,,122.51616,,167.2555,
17851,110.99653,,,122.99168,,165.02115,
17852,107.82534,,,123.50182,,126.1878,
17853,103.544815,,,124.027016,,100.36011,
17854,103.509766,,,124.50615,,87.79033,
17855,105.11893,,,124.98167,,89.13667,
17856,107.13132,,,125.50083,,96.09412,
17857,109.229256,,,126.020836,,102.85359,
17858,110.39715,,,126.47083,,107.345665,
17859,110.688255,,,127.034996,,112.91921,
17860,110.37546,,,127.49084,,110.577545,
17861,109.93285,,,128.00917,,98.58988,
17862,110.16545,,,128.48616,,92.73024,
17863,109.78347,,,129.00455,,91.5582,
17864,102.10313,,,129.48251,,75.83228,
17865,90.70893,,,129.99818,,49.849415,
17866,88.202545,,,130.515,,28.007269,
17867,91.07448,,,130.99364,,19.055168,
17868,99.00423,,,131.51154,,24.428457,
17869,107.08849,,,131.9875,,36.17063,
17870,110.22796,,,132.50584,,58.20673,
17871,110.63081,,,133.01091,,64.4803,
17872,109.15222,,,133.52751,,57.203575,
17873,108.15005,,,133.97667,,54.841156,
17874,108.006165,,,134.49583,,62.48067,
17875,110.15006,,,135.015,,74.56121,
17876,111.876045,,,135.49155,,74.95177,
17877,109.51809,,,135.971,,64.09727,
17878,92.04546,,,136.49545,,59.229153,
17879,74.20347,,,137.00499,,61.544285,
17880,71.37622,,,137.48154,,52.458984,
17881,82.52449,,,137.99908,,28.44975,
17882,89.5459,,,138.51694,,13.672471,
17883,89.35138,,,138.99333,,9.221286,
17884,90.16791,,,139.50275,,8.468133,
17885,93.56847,,,140.028,,13.361683,
17886,99.62767,,,140.5077,,27.606714,
17887,102.678795,,,140.98334,,37.92283,
17888,101.80006,,,141.50166,,41.803936,
17889,102.683876,,,142.02083,,42.36077,
17890,103.86419,,,142.47166,,44.535576,
17891,96.8474,,,143.037,,42.7464,
17892,87.31113,,,143.49251,,32.823532,
17893,84.117935,,,144.01083,,22.799444,
17894,85.30888,,,144.48692,,19.037199,
17895,85.25885,,,145.00545,,17.864584,
17896,87.04392,,,145.48332,,17.998743,
17897,88.96442,,,145.99908,,19.373428,
17898,90.15933,,,146.51584,,24.420155,
17899,94.1458,,,146.99454,,40.86575,
17900,99.51066,,,147.51308,,60.17599,
17901,102.32777,,,147.98915,,63.655956,
17902,100.372925,,,148.5075,,57.136353,
17903,95.5741,,,149.01183,,51.221527,
17904,91.07532,,,149.52751,,47.972324,
17905,90.03268,,,149.97751,,48.494987,
17906,86.87553,,,150.4975,,51.225697,
17907,79.46061,,,151.01666,,37.7641,
17908,86.895256,,,151.49232,,21.9007,
17909,99.67477,,,151.972,,12.549651,
17910,98.281715,,,152.49727,,10.866267,
17911,93.07895,,,153.00583,,11.789085,
17912,95.12301,,,153.48154,,11.180085,
17913,103.441895,,,153.99998,,9.174434,
17914,101.32661,,,154.51846,,8.043057,
17915,96.632774,,,154.995,,8.245644,
17916,94.02356,,,155.50456,,10.099317,
17917,90.594696,,,156.029,,13.553867,
17918,87.72812,,,156.50847,,20.358658,
17919,86.28086,,,156.98418,,28.732456,
17920,87.73011,,,157.5025,,28.45725,
17921,95.05933,,,158.0225,,15.241029,
17922,99.35626,,,158.4725,,9.172943,
17923,100.029564,,,158.98909,,7.2528863,
17924,102.511925,,,159.49416,,6.5970664,
17925,101.50277,,,160.0125,,6.918228,
17926,95.972946,,,160.4877,,8.222929,
17927,91.83959,,,161.00545,,10.797351,
17928,92.06235,,,161.48416,,11.933972,
17929,95.455124,,,162.0009,,11.199186,
17930,96.32557,,,162.5175,,10.825914,
17931,91.674416,,,162.99545,,12.552434,
17932,88.803314,,,163.51385,,11.828271,
17933,96.72344,,,163.99083,,8.720314,
17934,109.617485,,,164.50835,,5.654766,
17935,107.80929,,,164.963,,4.968883,
17936,93.47704,,,165.52834,,7.3440146,
17937,88.52134,,,165.97917,,9.425644,
17938,95.36843,,,166.49916,,9.72875,
17939,100.33401,,,167.01833,,9.639443,
17940,94.176544,,,167.49384,,11.726486,
17941,86.407486,,,167.97299,,16.324066,
17942,84.59918,,,168.49727,,20.7251,
17943,83.9144,,,169.00667,,23.2624,
17944,85.689445,,,169.48308,,21.43857,
17945,89.49576,,,170.0009,,17.089502,
17946,91.252304,,,170.51923,,13.6765995,
17947,92.769875,,,170.99666,,12.5778,
17948,93.18472,,,171.50636,,14.289334,
17949,91.14054,,,172.02998,,17.900148,
17950,90.89544,,,172.50847,,24.74373,
17951,91.33194,,,172.985,,30.172287,
17952,90.87286,,,173.50415,,34.332882,
17953,90.51296,,,174.02417,,37.97227,
17954,90.41958,,,174.47417,,36.669147,
17955,91.20325,,,174.99,,27.3972,
17956,93.895164,,,175.495,,14.4591675,
17957,95.181435,,,176.01335,,10.150286,
17958,93.49972,,,176.48846,,10.947214,
17959,90.47332,,,177.00636,,14.63,
17960,88.512695,,,177.48499,,20.94547,
17961,86.35613,,,178.00272,,26.3706,
17962,84.07429,,,178.51917,,25.530886,
17963,84.011955,,,178.99727,,19.849852,
17964,84.375435,,,179.51463,,19.583643,
17965,81.97913,,,179.99084,,21.586828,
17966,81.64787,,,180.50916,,23.8038,
17967,85.26328,,,180.965,,24.414734,
17968,88.272644,,,181.53001,,27.632784,
17969,89.88157,,,181.98,,33.864067,
17970,89.54842,,,182.5,,39.424763,
17971,88.15433,,,183.02,,39.560528,
17972,88.16518,,,183.49463,,39.967228,
17973,88.161964,,,183.97299,,41.09395,
17974,87.55543,,,184.49818,,41.6342,
17975,87.058556,,,185.00835,,41.424946,
17976,87.14176,,,185.48462,,41.907627,
17977,88.226906,,,186.00272,,41.842,
17978,87.89179,,,186.48085,,39.060127,
17979,87.61181,,,186.99727,,34.562626,
17980,89.0102,,,187.50635,,27.558786,
17981,88.97255,,,188.03098,,20.407534,
17982,89.23722,,,188.51001,,17.138943,
17983,87.93525,,,188.98582,,16.6863,
17984,85.44839,,,189.50499,,17.503801,
17985,87.21489,,,190.01,,16.08717,
17986,88.01423,,,190.52583,,14.344201,
17987,87.655876,,,190.97498,,15.476901,
17988,86.52578,,,191.495,,19.804634,
17989,85.461006,,,192.01416,,24.250599,
17990,86.14384,,,192.48999,,25.1779,
17991,89.015656,,,192.969,,21.229017,
17992,90.2538,,,193.49364,,17.933733,
17993,88.59974,,,194.00331,,18.0398,
17994,86.63815,,,194.48077,,19.384472,
17995,86.89857,,,194.99818,,20.716883,
17996,86.84074,,,195.5154,,21.038044,
17997,85.83557,,,195.99165,,21.9277,
17998,86.08221,,,196.50182,,23.376036,
17999,88.21099,,,197.02701,,23.937166,
18000,86.55326,,,197.50616,,23.44583,
18001,85.13524,,,197.98164,,22.665144,
18002,85.07602,,,198.50081,,24.4546,
18003,83.17177,,,199.02,,28.965658,
18004,82.80012,,,199.47002,,31.950443,
18005,83.31004,,,200.035,,33.163918,
18006,82.87739,,,200.49083,,28.60995,
18007,82.750916,,,201.00916,,16.60943,
18008,82.834335,,,201.48615,,8.890571,
18009,82.651955,,,202.00453,,6.2323337,
18010,82.56432,,,202.48169,,9.721614,
18011,83.77238,,,202.99727,,19.6887,
18012,86.05897,,,203.515,,29.868242,
18013,87.508865,,,203.99364,,32.691303,
18014,87.489,,,204.51155,,33.40843,
18015,87.31763,,,204.98749,,34.932686,
18016,87.25419,,,205.50581,,37.9403,
18017,87.08111,,,206.0109,,41.20347,
18018,87.14959,,,206.52667,,41.69153,
18019,86.90261,,,206.97581,,40.49243,
18020,83.517235,,,207.4958,,38.09405,
18021,82.00114,,,208.015,,32.122185,
18022,84.889084,,,208.49153,,26.883188,
18023,84.83936,,,208.971,,25.160833,
18024,79.19443,,,209.49545,,28.564432,
18025,78.2822,,,210.00415,,33.0229,
18026,86.879974,,,210.48077,,25.836443,
18027,94.23061,,,210.99907,,13.806518,
18028,89.95658,,,211.51694,,14.183785,
18029,87.343376,,,211.9933,,18.525885,
18030,88.63449,,,212.50273,,23.01945,
18031,91.73305,,,213.028,,20.967466,
18032,90.83207,,,213.5077,,18.336557,
18033,89.23208,,,213.98247,,17.656343,
18034,90.369354,,,214.50081,,16.6992,
18035,91.26093,,,215.02083,,14.669114,
18036,92.130554,,,215.47166,,13.479314,
18037,92.247475,,,216.03699,,13.469068,
18038,89.91189,,,216.49248,,14.106967,
18039,88.98346,,,217.01082,,14.97877,
18040,88.7036,,,217.48691,,15.557631,
18041,87.38227,,,218.00453,,16.533966,
18042,86.24606,,,218.48253,,18.013271,
18043,86.104004,,,218.99908,,19.201044,
18044,87.254845,,,219.51581,,20.25603,
