,DTP_1,DTS_1,GR_1,NPHI_1,RT_1,RHOB_1
3788,89.22473,167.8463,162.35718,0.22359844,4.238857,2.5882232
3789,93.29367,161.64272,166.64244,0.243927,4.4886565,2.5859742
3790,81.37327,148.92703,156.94308,0.21091709,4.2583,2.609253
3791,69.376625,135.4057,142.768,0.14996389,3.6208668,2.630498
3792,68.513664,124.368065,136.57516,0.12723841,6.1129427,2.63196
3793,67.338,120.42055,131.7262,0.12724851,9.213401,2.625147
3794,66.89619,123.2469,128.36514,0.12859625,10.138616,2.6169355
3795,69.24399,142.60052,132.63023,0.1360921,10.663343,2.6199827
3796,78.20742,157.76259,146.6388,0.17649315,12.269857,2.6059322
3797,89.083534,162.5359,164.81808,0.22150165,12.201584,2.5800147
3798,89.516174,158.6594,172.21628,0.22270186,8.083517,2.5752766
3799,81.000595,152.89482,157.25354,0.18039685,4.2242575,2.6129544
3800,76.680435,152.62456,146.87708,0.15407316,3.665643,2.6332824
3801,80.32641,155.68959,157.92715,0.16532502,4.66025,2.6221805
3802,85.038734,153.36102,172.32443,0.18896556,5.3712425,2.6094198
3803,82.34918,141.95084,169.91508,0.1762305,4.717328,2.6220472
3804,72.34404,128.26794,145.87024,0.12954587,3.8415,2.659792
3805,65.59108,124.15421,126.16823,0.10781391,4.107367,2.6795168
3806,66.06141,131.28526,133.09886,0.12111631,6.300286,2.65798
3807,73.15771,140.32568,145.97702,0.153947,10.409171,2.6224937
3808,80.95115,145.8157,151.30489,0.19611235,14.564733,2.592998
3809,78.665764,147.15994,157.1646,0.1934079,10.447029,2.5988626
3810,76.70766,153.87001,161.14963,0.1787328,6.141772,2.6110673
3811,83.66238,168.34087,160.82303,0.20357054,6.1486287,2.5897167
3812,91.52018,177.82362,168.78752,0.23515593,7.309883,2.572048
3813,94.60378,174.5469,162.16632,0.2412915,5.4694715,2.574481
3814,90.99056,162.54863,143.40767,0.22303896,3.6647286,2.589943
3815,79.15275,147.74269,132.79109,0.17531557,3.1386166,2.6288474
3816,74.03597,144.49538,139.34317,0.15621471,3.1767168,2.638071
3817,78.126915,150.5242,150.14311,0.1765345,4.8523145,2.6145482
3818,82.186386,157.06134,153.48183,0.19176842,6.7390714,2.6023095
3819,86.71384,162.13823,152.13715,0.21041167,7.9229665,2.5999317
3820,88.544426,162.11897,141.30121,0.2290347,7.640271,2.6005177
3821,84.65271,159.71992,137.72305,0.20870396,5.936157,2.610436
3822,80.26355,155.71484,145.6817,0.17114413,3.92335,2.621723
3823,81.83509,151.2392,156.38695,0.15878665,3.715967,2.6171346
3824,76.443184,147.85184,144.57292,0.13454211,4.7212996,2.6025302
3825,79.22167,146.16142,149.16011,0.158637,4.8662,2.5788412
3826,93.76716,145.07646,173.31972,0.2211494,6.7156334,2.5500507
3827,87.18664,146.28352,154.94492,0.20055199,5.9347425,2.597604
3828,75.77435,149.07335,133.85118,0.1618779,3.237457,2.645438
3829,76.99022,153.98338,133.57182,0.17592333,3.5270166,2.6320279
3830,85.37025,160.8124,153.07431,0.22587882,5.97125,2.6044736
3831,87.56888,165.99734,155.2402,0.23400152,6.239171,2.5993295
3832,86.97732,164.71823,157.27382,0.22143735,4.4452286,2.604429
3833,85.69855,161.65387,169.2772,0.20785278,3.7912,2.6115813
3834,83.812386,164.73074,143.10388,0.19283052,4.0629,2.619244
3835,87.31871,170.68619,115.565414,0.2083745,4.2683573,2.6012495
3836,91.17095,178.0614,114.05132,0.23606059,4.3946333,2.5747304
3837,92.23415,177.60963,151.1648,0.24295777,3.8573,2.547488
3839,89.0974,167.13216,224.86252,0.23165202,3.4057572,2.5887198
3840,85.45015,164.43193,154.72807,0.2102747,3.4499834,2.6156356
3841,85.918846,165.06825,123.02402,0.21520719,3.8915002,2.6093054
3842,86.53534,167.59856,109.77467,0.21416683,4.1558714,2.6045516
3843,89.71608,164.83278,109.95911,0.212921,4.1104712,2.5933652
3844,87.700775,157.67624,135.29121,0.2125235,3.9704332,2.6006088
3845,81.01642,155.24753,202.62698,0.2145915,3.6499002,2.6200137
3846,80.98663,157.54619,218.8415,0.21580318,4.0422854,2.607946
3847,85.437904,160.35703,203.51866,0.21548279,4.6186004,2.5860949
3848,87.220055,159.0636,205.64084,0.20350058,4.4143834,2.5842805
3849,84.40437,157.38885,146.73132,0.19361901,3.9090288,2.5980315
3850,82.784,158.18385,100.37051,0.20170632,3.6794,2.6112926
3851,85.34372,161.29723,97.260666,0.21208945,4.0848002,2.6135786
3852,87.873436,162.29309,107.55072,0.19986263,4.4185286,2.5994804
3853,86.9271,159.57748,121.737076,0.191554,4.1004996,2.586085
3854,82.95891,156.6295,130.16638,0.19596997,3.7461998,2.5730233
3855,81.70407,157.22371,110.41912,0.19929889,3.7254333,2.570316
3856,84.08566,158.2417,88.48188,0.19256681,4.235357,2.6073964
3857,84.69077,152.82022,87.6291,0.18647149,4.3804426,2.6390915
3858,80.200264,141.95467,88.29856,0.20321588,3.9865167,2.6459618
3859,74.48509,136.75476,97.05404,0.23563352,3.8913715,2.6118484
3860,73.567696,140.97028,117.03649,0.25043157,4.8387427,2.542552
3861,76.45215,152.18504,137.32869,0.25616777,6.3318005,2.4777434
3862,83.30298,161.3071,145.78082,0.25903586,6.631916,2.509986
3863,87.53896,167.53842,154.68805,0.23694997,6.3377852,2.55974
3864,88.56088,170.13113,155.08698,0.21834211,5.0743146,2.5972853
3865,90.23154,169.60771,153.6144,0.22325833,3.9189835,2.6210308
3866,89.7248,168.85748,155.69847,0.22476365,3.933057,2.5947409
3867,88.51913,171.47798,154.00566,0.22695403,3.667957,2.6014743
3868,91.96262,172.97813,159.88148,0.2586453,3.4502668,2.615829
3869,94.13173,166.85724,162.10822,0.2623211,3.3871667,2.6083717
3870,86.44763,159.41899,144.79907,0.21817157,3.3344715,2.5989552
3871,80.95731,155.5176,133.65956,0.19531748,3.3187,2.5910294
3872,80.65044,154.85834,136.45546,0.19762413,3.60705,2.5808563
3873,83.17264,157.27437,149.29642,0.21431333,3.9082832,2.5990765
3874,86.900955,152.74239,155.50664,0.22363791,4.0887713,2.5908244
3875,81.555145,147.32335,140.26299,0.19657749,4.1896434,2.57798
3876,75.592834,149.2716,128.60007,0.17694588,4.3370166,2.591453
3877,82.11547,155.77545,138.96007,0.20945045,4.996772,2.569968
3878,85.05623,162.22441,138.53992,0.22026367,5.0586286,2.5496843
3879,86.795494,168.46742,134.23982,0.22046886,4.4835,2.5283098
3880,91.00897,172.5254,138.31601,0.2275353,4.2794833,2.5394745
3881,90.94933,174.15094,149.07799,0.227669,4.229028,2.5514047
3882,89.50588,174.1041,156.48273,0.2255158,4.190357,2.546793
3883,91.23023,172.1168,157.85881,0.22475556,4.2104497,2.5571337
3884,90.86223,166.7439,156.69962,0.21382423,4.477086,2.5552108
3885,86.79863,162.08583,156.22495,0.20074852,4.5186143,2.5499086
3886,80.53385,157.45631,145.57835,0.17957471,4.384567,2.5836132
3887,69.89722,154.64153,110.19234,0.13142332,4.9190164,2.6345172
3888,67.84043,153.6342,123.23958,0.12617736,5.9370427,2.6169436
3889,78.40348,154.30484,156.1742,0.17787598,5.9826574,2.5741193
3890,84.27024,157.35005,147.65404,0.21364823,5.7018,2.5596745
3891,84.03325,163.1563,149.2594,0.21141899,5.811543,2.5462232
3892,86.51202,167.14264,143.49529,0.2182963,5.6770144,2.5320375
3893,90.335915,167.93475,114.22081,0.23799941,5.438417,2.5296
3894,90.62783,166.5376,97.82446,0.24693178,5.2652335,2.5550416
3895,81.8798,165.39537,90.23359,0.24883051,5.6990995,2.6090286
3896,80.690895,167.35277,108.820045,0.25364897,6.219414,2.6215904
3897,88.84567,171.63412,229.06316,0.24580224,6.2906165,2.603249
3900,88.89793,164.36133,166.0337,0.22936685,4.4173,2.6171114
3901,85.0482,159.88158,139.2507,0.19976223,4.5939164,2.621468
3902,83.59813,159.48576,144.84753,0.17419738,4.8214,2.612848
3903,85.240036,160.26657,149.52377,0.14349951,4.546443,2.5996597
3904,86.845024,160.59496,150.29861,0.12303529,4.456617,2.5930254
3905,80.87216,160.72484,145.88727,0.11693723,4.4884334,2.5843089
3906,71.739426,161.81268,120.95765,0.093310535,3.9214997,2.6088886
3907,73.9218,164.78789,118.27684,0.12623198,3.7722144,2.6186707
3908,84.20787,170.48198,145.43059,0.20496352,7.3476663,2.608894
3909,90.180016,177.04791,152.16386,0.23467048,7.9297996,2.6418316
3910,93.30966,174.9751,151.74757,0.24086842,5.0355,2.6578553
3911,82.161896,157.39182,130.2781,0.17576724,3.724717,2.647577
3912,65.47477,135.90111,93.827965,0.08861471,3.3429334,2.6457887
3914,62.753475,116.74551,106.78105,0.098461054,11.098871,2.6585891
3915,67.75142,125.08121,130.77386,0.13602833,14.2669,2.6265957
3916,75.79202,136.73862,145.42471,0.17409106,17.2647,2.5899644
3917,77.5624,143.09262,161.34195,0.18518898,14.6767435,2.5762596
3918,76.057335,146.4717,148.93222,0.19604,7.79365,2.566433
3919,78.270584,154.51604,104.38286,0.21470334,7.0643163,2.5528395
3920,83.535515,163.9706,82.60493,0.2252579,6.9658856,2.5472565
3921,84.61407,166.32436,79.26985,0.2224,6.2353716,2.5558465
3922,85.464386,166.59688,79.43278,0.22807705,5.1206164,2.5639775
3923,86.15305,166.72644,79.71745,0.22676548,6.4944572,2.570708
3924,86.02114,168.52782,86.927376,0.22217156,6.932485,2.5684152
3925,88.081856,172.5189,112.11986,0.23100387,6.483933,2.5485365
3926,90.805725,176.55042,131.18413,0.24311174,6.3139167,2.5510592
3927,92.11796,179.10587,135.87398,0.252187,5.6711855,2.548924
3928,93.217735,175.85571,139.56679,0.2353879,4.6816854,2.5250194
3929,91.81866,168.22336,141.91261,0.1879839,3.5872,2.5354018
3930,86.400185,166.63846,143.786,0.16978826,3.4419835,2.566475
3931,87.01314,165.21527,149.35667,0.175523,3.4558854,2.5685964
3932,91.11573,159.07634,155.2392,0.17493841,3.6794858,2.5628514
3933,85.58471,153.26007,146.73442,0.17284665,4.0959167,2.5802515
3934,78.06027,157.20123,141.88309,0.1709979,4.2658715,2.6215212
3935,80.79893,166.6031,148.67017,0.17745,4.5786715,2.6190836
3936,89.12688,175.16124,149.84824,0.21431941,5.113384,2.611918
3937,93.40781,176.98726,150.61261,0.24954666,5.0087,2.6362917
3938,92.023636,173.24289,152.6982,0.2525863,3.753957,2.649398
3939,90.31961,165.7787,148.42886,0.24214348,3.0245144,2.6493065
3940,87.50579,152.98067,144.68266,0.22980647,3.1564167,2.6407547
3941,79.57649,142.64323,143.43498,0.19326946,3.6139858,2.6360338
3942,73.831726,141.6797,132.88666,0.16035528,3.9996858,2.6238685
3943,76.70421,146.55959,129.20184,0.1629661,5.0323167,2.5923262
3944,81.99027,151.31435,143.0703,0.18398353,6.3003173,2.5671554
3945,82.96138,155.19939,150.18512,0.19566754,5.6693997,2.5804877
3946,82.51999,158.4518,149.62918,0.19639575,4.575143,2.6042795
3947,84.94152,158.4067,151.68536,0.20738111,4.325134,2.6286135
3948,83.10054,155.79495,147.893,0.20165682,4.4512143,2.6212814
3949,79.850075,156.92522,135.18027,0.171128,4.3753285,2.6390395
3950,83.92583,159.5924,134.89494,0.1877406,4.50565,2.6375744
3951,85.85574,162.8667,140.12865,0.21897888,4.7712836,2.5980167
3952,85.528366,166.69464,138.30872,0.2145837,4.0247,2.589403
3953,88.35377,168.2187,143.52818,0.22158201,3.6815572,2.5855293
3954,88.495415,168.4865,141.76959,0.22774942,3.7378166,2.5953214
3955,87.75266,170.74557,143.03894,0.23162802,3.1788142,2.6000657
3956,89.89522,175.20535,151.854,0.24249315,2.9964287,2.5760148
3957,93.470474,172.13356,159.45021,0.2547161,3.0245333,2.583953
3958,94.44814,160.78934,161.63754,0.25313294,3.0481167,2.606418
3959,84.93347,154.61859,151.73822,0.2221345,3.0869288,2.6045208
3960,76.957794,154.94475,138.73874,0.19158262,3.0980716,2.6060398
3961,81.96794,157.82657,123.760864,0.19781278,3.0901,2.5685363
3962,87.28843,160.84216,113.87079,0.21827765,3.1480167,2.540224
3963,85.01467,160.85812,148.1738,0.2111685,3.2615714,2.594588
3964,84.56923,159.57202,166.9876,0.20746577,3.4564855,2.6243682
3965,84.33132,159.87523,150.17953,0.20801446,3.7717001,2.6109138
3966,84.58627,166.57253,145.24954,0.20441736,3.8037715,2.5883431
3967,89.35054,173.98917,146.74455,0.23113902,3.8548143,2.541878
3968,94.72689,175.80208,149.1686,0.26200765,3.9706001,2.527479
3969,91.702,172.98625,151.36844,0.24961387,3.4868336,2.5449667
3970,87.70554,171.92116,153.08517,0.24784786,2.8982716,2.5324702
3971,90.14532,171.64615,156.59196,0.25494552,3.124243,2.5458722
3972,93.66301,168.95619,163.21106,0.24803293,3.6199496,2.5673182
3973,85.369965,151.59763,142.42934,0.19164802,3.3495429,2.5972161
3974,68.53149,125.29193,99.63918,0.110313155,3.1947572,2.65122
3977,72.2872,131.67276,120.24265,0.1387,36.116215,2.620509
3978,85.9422,148.54205,147.16096,0.19255102,33.52087,2.5203478
3979,88.588264,153.07315,147.14607,0.20939222,13.306367,2.4251215
3980,82.657166,141.80605,135.81958,0.17777,4.744186,2.4755175
3981,76.641716,137.19785,131.37967,0.15633,3.7130144,2.5533013
3982,76.47317,138.06013,135.22322,0.1858006,4.4652,2.5895717
3983,78.041046,142.98538,134.9494,0.21121168,6.8017497,2.602995
3984,78.77225,149.62866,139.73506,0.21425895,7.498343,2.5890586
3985,81.5666,155.26021,140.98547,0.22294453,7.7533,2.5691636
3986,85.65566,160.73083,143.8616,0.23374233,8.300216,2.5576608
3987,88.16592,163.79335,145.75255,0.23813057,7.3272667,2.5530872
3988,88.210655,165.60797,141.34785,0.2315905,5.6427,2.5468512
3989,88.87682,165.60226,145.7526,0.22849202,4.4267287,2.5569298
3990,85.976395,163.40718,146.91684,0.21586587,4.24295,2.5735111
3991,89.31992,159.02385,155.00958,0.22218601,3.9748,2.5599484
3992,88.83118,154.58794,161.35092,0.22056107,4.2433,2.5710483
3993,79.318275,151.61359,149.6872,0.17719333,4.2269998,2.6007955
3994,78.11109,151.78699,142.5897,0.16006768,4.1546,2.6057389
3995,67.67955,154.4856,111.007675,0.11491599,5.700486,2.6597466
3997,69.98543,162.98067,106.19445,0.12767723,8.449034,2.630067
3998,85.052025,167.24417,145.65584,0.20814313,17.198887,2.57617
3999,89.134155,170.26006,150.19638,0.21568151,13.711456,2.5861876
4000,93.34528,172.97557,158.9217,0.22653706,4.2232666,2.554179
4001,87.1355,172.87325,156.29547,0.20862943,3.98235,2.5572205
4004,79.06007,152.73862,126.34204,0.14205825,20.56955,2.6229346
4005,79.19826,139.31174,129.57288,0.17505698,19.478758,2.6025543
4006,72.49193,133.22693,120.71622,0.1533479,6.6709857,2.6130066
4007,73.50611,133.05951,128.21382,0.14886999,5.3073997,2.5948555
4008,74.7682,133.89848,131.6273,0.14871529,7.4072337,2.5801747
4009,73.76064,133.2114,134.09126,0.15065049,7.641472,2.571903
4010,73.67466,133.01372,134.0747,0.15235737,7.5142283,2.5803163
4011,73.81114,134.42311,129.70502,0.15419723,7.724384,2.5553403
4012,72.82819,139.83456,133.45544,0.14637159,7.888786,2.6003358
4013,74.38697,148.48807,134.51848,0.14231198,8.010858,2.6217673
4014,81.199554,157.91296,136.56848,0.17634353,7.912517,2.561514
4015,85.861244,164.13846,144.31429,0.20340778,7.6387496,2.5663562
4016,88.26681,170.10213,147.72726,0.21089579,5.575557,2.5815628
4017,91.37346,174.33475,150.4821,0.2248585,4.268514,2.5578427
4018,93.84969,175.62569,151.28854,0.23209059,3.9312165,2.530837
4019,96.55852,170.99059,160.75468,0.23769334,3.572633,2.5290067
4020,93.16883,167.18208,164.03441,0.23269634,3.3934858,2.5460021
4021,88.016716,171.38455,154.88675,0.2255005,3.4789574,2.5299358
4022,93.60999,173.48038,157.01703,0.24189764,4.1149335,2.501155
4023,94.32144,165.44913,159.04858,0.24174449,4.2476,2.5505888
4024,87.1793,160.1419,147.0919,0.21123318,3.743629,2.6020565
4025,85.37469,154.37132,135.00906,0.1962561,3.5742333,2.601493
4026,85.163956,149.32562,123.9919,0.19601354,4.2500834,2.5922723
4027,79.58273,149.68619,126.63106,0.1736665,4.4574428,2.5827699
4028,82.81789,147.71248,141.3163,0.1772242,4.6197286,2.5551503
4029,81.99937,141.70259,138.92613,0.15215558,5.5881004,2.5995798
4030,71.078186,136.32463,131.77888,0.11823684,4.908629,2.646836
4031,70.06063,132.77731,124.55056,0.12024951,5.5583,2.6340165
4032,73.32896,131.58221,111.66976,0.1244153,7.49935,2.6060321
4033,73.022316,135.60686,109.46525,0.1275089,8.184383,2.580127
4034,75.520256,145.1059,123.698395,0.13421895,8.122044,2.575105
4035,82.564316,152.58667,146.38074,0.1711,8.040086,2.565023
4036,86.87412,153.82178,154.70496,0.20522118,7.390467,2.5519693
4037,81.33679,149.07368,145.0806,0.18692599,5.1319284,2.5669935
4038,79.557434,144.10547,146.6046,0.17169368,4.643628,2.559143
4039,78.63065,138.97052,137.89635,0.15818888,5.0389667,2.583825
4040,74.33831,135.60637,124.89617,0.13531238,5.0458336,2.6295595
4041,74.07925,131.15125,125.250015,0.1356255,5.9257426,2.6155577
4042,70.623276,126.9612,118.323845,0.12602474,6.7358713,2.6092253
4043,68.12946,123.7753,109.28336,0.102086104,6.4599338,2.6163323
4044,70.41498,123.86058,119.361305,0.10774354,8.423551,2.614286
4045,68.29703,127.87002,122.16673,0.108463004,10.467443,2.6235175
4046,70.84236,129.70442,124.575836,0.11518262,10.275473,2.632117
4047,72.4324,127.74886,121.564766,0.11809223,11.895683,2.6338377
4048,68.016205,123.89236,110.83571,0.10279157,9.339843,2.6382954
4049,67.17524,120.48368,106.99968,0.0990725,8.221743,2.6165206
4050,64.028114,120.23951,89.51132,0.08046823,11.0187,2.609348
4051,65.12865,124.75256,88.36437,0.07980944,11.673484,2.626525
4052,72.730995,127.16068,113.18389,0.11823526,15.176229,2.58147
4053,74.97205,120.6898,117.20809,0.13370502,14.882929,2.5510936
4054,66.96669,113.97952,93.59013,0.09908883,9.007983,2.5811944
4056,75.83013,132.10538,115.50372,0.12217052,10.236501,2.5822926
4057,86.697525,141.85419,137.53813,0.17909557,14.44555,2.5957823
4058,83.93166,144.68639,129.98816,0.17987177,8.777049,2.6312425
4059,79.96925,140.23206,126.839966,0.162098,4.3396425,2.5803363
4060,76.48368,130.93875,122.671875,0.15044893,5.139157,2.5747986
4061,71.09257,124.002754,108.09975,0.11970612,6.34165,2.6171203
4062,68.35065,129.14507,99.050446,0.09517316,7.6043286,2.6146903
4063,73.424355,136.69745,113.29108,0.12138549,9.804458,2.5868123
4064,79.19852,140.03108,134.63809,0.15071118,11.354335,2.5691657
4065,79.33668,135.79283,141.61401,0.16407165,8.858567,2.5914814
4066,74.0209,130.59746,131.11732,0.1506237,6.6486573,2.5961578
4067,69.92987,132.39737,116.77428,0.126655,6.5755005,2.5802097
4068,70.24402,146.22649,113.63057,0.12145295,8.142083,2.580834
4069,79.9055,158.96611,135.25697,0.149569,9.1642,2.5380275
4070,90.20436,159.08769,160.59177,0.1883768,9.027957,2.4881516
4071,89.40635,141.09319,169.1536,0.18934944,7.80345,2.5110903
4072,78.716385,123.2116,145.0661,0.12600353,5.491783,2.5914083
4073,70.613075,120.710915,111.69218,0.0845295,5.134414,2.610084
4074,70.67936,123.34918,102.68476,0.107033156,10.000458,2.5770066
4075,75.397125,129.35063,132.65132,0.1453039,17.397234,2.568592
4076,78.98346,133.83203,168.02846,0.17625414,13.889651,2.5739172
4077,78.02924,134.93462,161.65115,0.17619748,7.9328995,2.5724375
4078,73.08704,136.6344,132.72536,0.14533633,6.0461,2.5884113
4079,73.39305,142.24881,122.830284,0.13069388,5.3681664,2.5603824
4080,80.421196,147.57378,146.38481,0.15624051,7.957272,2.526214
4081,82.63174,147.30652,158.58084,0.17848553,8.223443,2.5409195
4082,79.16339,139.61456,149.78983,0.17425177,5.6897664,2.5678732
4083,73.31383,134.65672,130.47078,0.12129279,4.9834166,2.6103582
4084,71.358215,138.77585,131.49452,0.09174421,5.709329,2.6035671
4085,74.72232,143.08463,148.2109,0.142521,6.9156427,2.5721755
4086,76.54064,143.42242,139.23378,0.17332646,10.030583,2.587468
4087,75.57671,138.6774,118.37056,0.136689,7.8323426,2.6036482
4088,75.40335,134.05971,113.11968,0.13150841,5.7034287,2.593987
4089,73.37354,132.10469,110.06523,0.12759055,6.68875,2.5976703
4090,71.1578,136.36588,115.04106,0.117624134,6.6050835,2.579188
4091,74.66752,152.47766,127.761536,0.1316885,7.934871,2.5103302
4092,83.62116,167.1475,148.64766,0.17662896,8.5199,2.490485
4093,92.70285,174.32196,164.46306,0.22635277,7.9180007,2.5070715
4094,94.453255,170.06844,170.22256,0.23560895,5.651,2.493051
4095,91.11482,160.46205,168.82695,0.23089404,3.8992002,2.506476
4096,83.48679,152.58046,155.09517,0.21695748,3.5268002,2.5540423
4097,82.40938,148.8767,153.92636,0.21105199,3.6095502,2.5462873
4098,82.72206,144.58018,155.20879,0.187566,4.7535434,2.5520813
4099,79.251434,143.38892,141.75182,0.15890664,5.030986,2.5630152
4100,80.26413,144.27324,137.3673,0.14857562,4.9994664,2.5452597
4101,81.92446,144.34035,134.0946,0.15188293,6.2337,2.579163
4102,80.18365,142.03905,129.51064,0.15400332,6.503157,2.6164198
4103,77.88089,141.00143,130.54553,0.15244812,5.9799995,2.6364117
4104,78.143265,144.16225,132.2786,0.15443063,5.712933,2.6409233
4105,82.64281,148.69632,133.72733,0.16505,6.0462146,2.5766928
4106,84.10261,151.65492,136.27208,0.17144533,6.1748576,2.5413218
4107,84.02646,154.73976,135.35951,0.168435,5.62805,2.5181825
4108,87.95973,156.81671,132.2669,0.18590315,5.118767,2.477782
4109,91.041695,158.4444,131.186,0.20195237,5.1537566,2.487792
4110,91.43662,158.40988,135.09462,0.18778998,4.764771,2.523258
4111,87.257996,156.72676,136.06248,0.16493249,4.512367,2.5323493
4112,85.496605,152.79456,144.71014,0.16156723,5.8335,2.494564
4113,85.830284,147.07092,148.56583,0.17415999,6.4839287,2.5066044
4114,77.56804,141.75801,129.55037,0.16597614,5.663367,2.6683016
4115,71.59385,140.00198,129.9626,0.12164438,4.5576663,2.6712742
4116,79.95572,139.1024,154.78865,0.13709502,8.125157,2.512998
4117,81.69388,138.73534,163.24318,0.15792058,10.899415,2.5067008
4118,72.006836,140.05612,138.04184,0.13086076,7.6621833,2.5839055
4119,74.66901,143.77675,134.05383,0.13756587,6.178471,2.5521815
4120,79.95941,143.36581,141.99211,0.16293614,7.7396855,2.5260367
4121,79.842224,141.24619,129.37485,0.1661,7.087733,2.5165668
4122,76.8104,142.14084,119.44416,0.14093645,5.4413667,2.551028
4123,78.77978,147.62936,139.1344,0.14295167,5.8538427,2.5645761
4124,80.58109,152.12677,153.58424,0.15580723,6.7803717,2.562232
4125,81.706696,154.02908,153.79224,0.17028686,6.2723165,2.5599322
4126,85.09514,158.07521,146.24846,0.1894675,5.603886,2.5303361
4127,88.07914,159.88478,148.11505,0.17686777,5.287257,2.485633
4128,87.903366,155.5769,149.98967,0.15982813,4.456633,2.480268
4129,83.87016,149.23952,138.77489,0.16655499,3.7485664,2.510982
4130,77.79997,153.36183,131.84727,0.16478312,3.8017573,2.5060253
4131,77.80324,164.41815,139.3504,0.17425443,4.1861715,2.487982
4132,85.82731,169.88593,148.60872,0.20865439,5.16855,2.390748
4133,89.102,165.22607,146.54979,0.20559373,5.231133,2.4395857
4134,86.15249,161.97922,142.26474,0.1925744,3.8208573,2.624486
4135,86.74912,163.87218,141.93443,0.19402944,3.6326716,2.5496554
4136,93.66392,169.3871,137.38258,0.21909188,3.98935,2.3740644
4137,94.89943,172.9752,139.5068,0.23263162,3.8536713,2.3848321
4138,93.298996,170.37407,143.89224,0.22598813,3.3772142,2.4836826
4139,90.37744,165.03494,148.41988,0.21991251,3.0741167,2.54908
4140,86.28558,162.72351,158.65901,0.20442751,3.2841501,2.5402868
4141,86.98713,163.05048,158.30893,0.20065667,3.9116714,2.5321608
4142,87.98566,166.4769,154.85992,0.20670812,4.452686,2.5419893
4143,89.66619,170.1323,155.64699,0.2170581,4.620167,2.5384412
4144,91.82959,171.37971,153.32861,0.22414882,4.7462854,2.5243967
4145,92.41554,171.5012,152.37955,0.22453387,4.8523145,2.5303538
4146,91.92948,171.48312,153.12663,0.22615002,4.93265,2.542267
4147,91.69557,171.0184,154.54338,0.23093687,5.0851665,2.5504532
4148,92.700455,168.82161,154.20197,0.23188883,5.1864004,2.5671575
4149,91.62241,164.5926,151.87457,0.22451776,5.228971,2.5611897
4150,87.837036,159.84915,156.10338,0.21513398,5.24825,2.5425081
4151,85.24032,157.05513,155.75473,0.20529443,5.279428,2.554896
4152,85.34435,156.53859,149.89833,0.20050412,5.481357,2.5692644
4153,85.76003,158.61142,159.67453,0.20047249,5.4954495,2.5768213
4154,85.953156,163.0187,164.59691,0.20323865,5.063,2.5635312
4155,89.32612,166.3471,160.95721,0.21679278,4.8334427,2.4943674
4156,90.72796,161.21303,154.9208,0.23565823,4.4902854,2.506693
4157,84.64805,154.36649,144.79298,0.22786939,3.905533,2.6124887
4158,81.131035,156.77425,143.52617,0.21051589,4.6726003,2.6205835
4159,90.96124,161.19179,150.8282,0.21853232,8.473357,2.5487964
4160,97.59071,166.43257,161.13203,0.2322636,12.3928175,2.5247178
4161,92.38825,168.75494,166.82661,0.23698439,8.953433,2.5702112
4162,92.580864,169.16074,167.35507,0.23697646,6.2173147,2.579729
4163,92.209785,169.55794,161.23227,0.23092882,7.0698853,2.5803423
4164,91.625374,170.32994,159.93628,0.21819784,7.6544337,2.5823858
4165,93.1288,168.39679,160.09436,0.22553812,7.417866,2.5706544
4166,93.33877,162.77647,164.05026,0.2312994,6.8059,2.5575938
4167,90.15187,157.77585,168.04605,0.22263883,6.5249,2.5568695
4168,82.386505,155.33656,159.95943,0.197936,6.5848165,2.5783207
4169,85.1178,159.7591,156.74025,0.19649735,6.7091284,2.585248
4170,90.594444,166.51083,159.0389,0.2159506,6.880243,2.5707402
4171,92.86519,172.83301,156.83318,0.23024066,6.3713,2.5434685
4172,95.13374,177.7122,151.74612,0.23232603,5.9157996,2.5400279
4173,97.169655,178.94379,158.07271,0.24572001,5.932943,2.5458577
4174,98.51778,176.0047,166.53181,0.2530694,5.8643713,2.5269277
4175,96.860756,169.8296,160.33618,0.23989002,6.0666504,2.5307472
4176,91.97274,163.64297,152.50772,0.22657688,7.440272,2.5654478
4177,88.94144,161.33424,157.37817,0.21661997,9.059829,2.5813234
4178,89.36075,161.45642,158.34775,0.21109626,10.299666,2.5699415
4179,90.96574,164.16658,153.98723,0.21382266,10.136683,2.5797727
4180,93.109535,170.38889,159.37302,0.21834563,9.268342,2.55211
4181,96.392685,177.93709,159.18527,0.22880366,9.518472,2.4977882
4183,101.11072,161.91568,157.80225,0.25354594,8.616872,2.531814
4184,90.80215,149.20737,151.01433,0.22045311,6.6948433,2.5903075
4185,81.53605,152.19406,157.97824,0.18353355,6.13195,2.6062799
4186,85.49562,159.06299,170.66307,0.189685,8.30425,2.563275
4187,91.66103,163.01967,169.14267,0.20915,9.530356,2.545752
4188,92.738464,160.68803,169.48595,0.20900626,8.759543,2.536505
4189,88.13693,155.01807,155.01483,0.19090118,7.9827332,2.5395024
4190,84.62601,147.20532,133.18106,0.17322943,7.7506857,2.569203
4191,80.78435,144.28716,125.885025,0.15680881,7.3949714,2.5785632
4192,80.156166,150.11542,138.25587,0.16376202,7.074557,2.550315
4193,89.17291,152.1995,156.4593,0.17880943,8.50865,2.5419168
4194,84.98958,146.4117,151.25798,0.15274388,7.491528,2.5751061
4195,78.72265,143.7433,148.97806,0.15043883,5.132843,2.580595
