,DTP_1,DTS_1,GR_1,NPHI_1,RT_1,RHOB_1
3531,87.92855,165.91196,185.52646,0.23830135,6.4972997,2.6033633
3532,85.84396,158.77495,182.09763,0.2254056,5.554586,2.608475
3533,84.511475,149.32104,173.16882,0.21490735,5.423571,2.6096509
3534,78.089096,138.24632,152.45027,0.1881569,5.6762505,2.6289935
3535,70.377594,131.09982,141.01302,0.14492238,5.791043,2.6439018
3536,72.65124,127.999435,146.93057,0.14191437,7.2480574,2.6288137
3537,73.1118,126.56121,145.0267,0.14947176,12.568334,2.6221468
3538,69.090515,125.751976,139.3047,0.13477124,13.55035,2.6219087
3539,67.30457,124.506935,138.79382,0.12495177,11.068757,2.6117215
3540,67.73259,124.57886,139.04437,0.13129647,13.702257,2.6026616
3541,69.17732,125.93279,143.30931,0.1413747,18.136618,2.5967114
3542,70.185776,126.48226,146.98227,0.1487875,18.686214,2.5997534
3543,70.94752,126.36333,145.4163,0.14597587,17.887415,2.5903313
3544,71.29823,124.38961,153.98244,0.14046,16.774084,2.5687127
3545,70.08275,120.934456,155.47066,0.1275,16.303951,2.562006
3546,69.977715,118.28516,135.59155,0.117421255,16.299414,2.5502224
3547,70.87232,119.410904,131.02963,0.12553178,17.781187,2.5302124
3548,70.67292,123.07851,137.43346,0.12872061,19.491518,2.5209782
3549,71.02662,124.56854,146.53389,0.13449295,18.8794,2.5306518
3550,70.39275,125.8554,145.26456,0.13635188,19.50163,2.5421238
3551,71.26014,129.90811,144.22487,0.1325506,19.955143,2.5517797
3552,74.39366,134.94403,156.43893,0.1500625,19.756018,2.575224
3553,74.02648,137.9969,157.38283,0.1611079,18.5844,2.5988941
3554,75.11438,142.34805,161.80304,0.16634627,15.593614,2.6000476
3555,79.45789,146.1611,183.23184,0.185108,13.499783,2.5962286
3556,79.41883,137.54419,159.61072,0.17568876,13.021283,2.6107037
3557,70.394165,133.6882,105.084404,0.13071685,9.9887,2.6400764
3558,66.3363,142.92853,91.038925,0.110943764,8.047086,2.6588638
3561,88.868,165.71371,220.47961,0.21896686,12.199644,2.587899
3562,84.448784,166.30164,182.74553,0.20412286,5.0857835,2.6329818
3563,85.72234,174.74199,170.68404,0.20921002,4.9169164,2.6372313
3564,91.19223,179.88278,173.23204,0.23328683,5.7583,2.618245
3565,92.80823,181.3011,178.0896,0.24735947,5.7401853,2.6107025
3566,92.31695,181.83778,181.76392,0.25938213,4.58675,2.6041057
3567,92.12737,179.45844,182.76137,0.24742943,4.2447143,2.6002057
3568,93.1349,174.03435,181.37979,0.23580895,4.2116575,2.6000419
3569,91.123924,163.80994,177.91315,0.2292565,4.2930336,2.6109357
3570,85.58756,155.31999,169.30212,0.21697856,4.15625,2.6337488
3571,78.22391,153.3636,151.50171,0.17966665,4.207786,2.6623166
3572,78.52481,156.58539,152.93251,0.16955945,5.0831714,2.6632655
3573,83.71978,163.17168,169.89456,0.18880875,7.4827,2.6365693
3574,85.6235,165.05273,182.11298,0.20449123,7.3572426,2.615848
3575,87.89781,159.54195,182.03252,0.21187611,6.1705575,2.6077266
3576,88.18676,151.57198,176.87599,0.2235044,5.9569664,2.6126401
3577,78.65415,148.59726,155.18736,0.18824811,5.292217,2.6607506
3578,74.33801,155.05605,144.67557,0.15876375,4.883657,2.6787803
3579,82.84024,164.03271,172.51027,0.19437055,7.801372,2.638371
3580,87.91462,168.95552,194.51921,0.22182375,10.153167,2.6245344
3581,88.77765,168.30753,197.67831,0.23013498,6.9346833,2.629857
3582,88.76189,161.84778,187.04105,0.23087879,5.2968855,2.6215534
3583,84.90232,154.93102,174.6618,0.21519777,5.1623425,2.6246297
3584,77.73934,153.97263,156.06093,0.17912625,4.955517,2.6526682
3585,79.31329,158.77335,155.7959,0.17942353,5.752571,2.6614277
3586,86.66212,156.17017,180.39603,0.21218178,7.303457,2.6341238
3587,83.503624,143.20209,179.9375,0.20327167,7.402084,2.6395671
3588,75.16873,134.31401,166.05067,0.17224687,5.57625,2.6672719
3589,70.845955,137.44046,159.44449,0.15532826,5.9373856,2.66598
3590,74.9096,145.271,163.73683,0.16951,7.797757,2.6482878
3591,82.745316,154.2243,181.95409,0.19835387,11.076983,2.6245704
3592,86.168785,161.45532,190.5764,0.21333948,10.293071,2.6066642
3593,86.14189,164.76549,185.01802,0.2123894,7.234843,2.604406
3594,87.27762,166.66702,187.64122,0.22167268,5.4317336,2.6034043
3595,88.7836,165.63943,191.81287,0.23442777,5.0515833,2.6002233
3596,87.9123,160.2829,193.8627,0.234725,4.8628716,2.5985088
3597,83.909325,154.64551,188.77739,0.22027355,4.7321286,2.6187704
3598,80.83544,150.4856,185.56648,0.21057466,4.6575165,2.6476433
3599,81.05681,150.73672,189.18039,0.20915301,5.654586,2.6490996
3600,80.84351,154.13173,188.39229,0.20141333,6.2188,2.647605
3601,83.07321,160.83653,189.77023,0.20583731,6.1516995,2.6337106
3602,86.96164,166.75198,190.95271,0.22330065,6.600083,2.6096807
3603,88.91013,168.50859,194.6908,0.23314846,6.1352715,2.6019676
3604,88.53853,168.91325,196.38489,0.23154768,5.141486,2.6072395
3605,87.27415,169.91188,190.36708,0.22623876,4.4607,2.614477
3606,87.95736,170.52339,184.16708,0.22856313,4.4469,2.6143415
3607,87.73281,169.15523,180.90733,0.22682054,4.612928,2.608084
3608,84.122375,168.56323,163.73572,0.2037647,4.4199715,2.6083806
3609,87.83114,172.83223,161.24419,0.21548313,3.8343332,2.6065407
3610,92.04856,170.23497,177.26263,0.24660277,4.1974854,2.6062825
3611,84.25152,160.38557,168.56444,0.22784472,4.0471,2.6236072
3612,78.02552,146.8423,157.8293,0.19298999,3.5808165,2.6473515
3613,75.56068,137.32524,157.87231,0.17853811,4.1967,2.652042
3614,70.31817,135.20581,147.83919,0.1595989,5.9908566,2.6579394
3615,66.17163,141.51276,124.820404,0.1289484,7.4718857,2.678392
3616,72.014786,156.77628,126.40774,0.14625268,9.286134,2.665992
3617,84.778,163.51617,173.08499,0.21296056,14.228043,2.6198602
3618,84.8123,157.6219,182.1708,0.2230789,11.990014,2.622136
3619,80.65331,150.24638,169.68607,0.20326178,5.067617,2.6465118
3620,75.10454,149.07693,155.2351,0.17772602,5.2595334,2.674357
3621,77.26541,154.943,162.25168,0.1854472,6.300828,2.6642838
3622,84.578476,158.26733,184.4647,0.21541001,8.620928,2.6398897
3623,82.341,154.7612,177.90839,0.21753414,8.452067,2.6366923
3624,72.90557,150.71988,139.12067,0.16862376,5.3736854,2.6581907
3625,75.160614,153.47154,134.75061,0.14936833,5.3546433,2.664855
3626,84.13442,158.86378,164.88707,0.19629355,8.82565,2.628865
3627,86.29854,162.25581,175.5658,0.22543882,10.360483,2.6039653
3628,86.50981,163.87206,176.4694,0.23036116,6.9742284,2.5931714
3629,87.070854,162.76018,174.56206,0.22892368,5.631829,2.6021578
3630,87.3061,157.30974,171.74669,0.23010649,5.442433,2.615588
3631,80.53582,152.30109,158.70473,0.21163842,5.342514,2.6288986
3632,73.986595,152.17195,136.99113,0.17074001,5.2559285,2.6540432
3633,80.19265,151.71257,136.31728,0.16695999,6.19245,2.643227
3634,88.78644,147.09152,159.1176,0.21336704,9.322483,2.6081097
3635,79.859665,133.68132,157.3726,0.19761577,8.704542,2.620832
3636,68.159966,120.943184,138.8451,0.1421306,5.6044574,2.6336524
3637,65.39526,114.72751,123.909134,0.103831165,6.75775,2.623882
3638,65.9581,114.62397,121.95052,0.09641354,10.904683,2.6253824
3639,68.19229,115.51053,130.35533,0.11033278,17.304657,2.609691
3640,65.6314,117.25722,132.72256,0.11145999,19.779757,2.5959926
3641,62.673958,121.804886,114.90252,0.08598118,17.93215,2.6192157
3642,70.341446,128.37755,119.85315,0.108556665,20.228159,2.6285849
3643,76.602646,138.6373,132.36554,0.15092778,23.27966,2.6303453
3644,82.249306,148.18967,142.23906,0.19003269,16.885084,2.6223035
3645,83.731834,147.42007,152.71448,0.21158648,9.240867,2.6128993
3646,75.5568,141.5593,141.32315,0.17824388,7.2586565,2.6422732
3647,69.22195,136.00105,130.16678,0.14001667,5.686157,2.6646485
3649,68.71226,141.31096,123.007095,0.10142895,10.304528,2.6539657
3650,79.12822,148.9442,159.53052,0.16110444,18.140799,2.6045847
3651,82.03403,155.54263,175.14417,0.19808939,18.564266,2.584546
3652,84.66041,152.95636,175.51146,0.20558375,7.331934,2.5844908
3653,78.509094,139.06947,155.09239,0.1863325,5.8700285,2.6020198
3654,69.41312,128.48573,126.977066,0.13812667,5.557429,2.636782
3655,68.586845,127.89482,126.63779,0.1182725,6.2190666,2.642918
3656,73.25558,134.2353,152.21947,0.14548668,11.152871,2.6146584
3657,75.54434,137.67783,162.28552,0.16093525,12.118599,2.5990636
3658,76.57054,132.90358,162.42696,0.16990267,10.177433,2.591082
3659,70.46407,125.9328,143.0885,0.14286938,9.448084,2.6120808
3660,65.14947,127.90773,120.788246,0.10611943,7.6951,2.6545577
3661,71.07465,135.81741,129.93007,0.11989899,8.794957,2.6559587
3662,82.025856,144.68523,157.82367,0.16974501,14.161083,2.6159267
3663,79.39031,148.67613,159.67229,0.17886876,13.277017,2.6100192
3664,79.24295,147.6321,155.38167,0.16786501,7.0031285,2.6270826
3665,80.49859,140.37456,155.36655,0.1748775,6.954871,2.623753
3666,72.33925,129.6449,136.49431,0.15633939,7.9907665,2.6392324
3667,65.7737,126.53817,120.83594,0.11732057,6.3904,2.6634073
3668,67.83007,132.4118,131.05978,0.12116223,8.902801,2.652393
3669,74.40915,141.00699,140.68712,0.14544946,14.0695,2.63737
3670,79.0279,143.55544,145.75906,0.16680734,14.3383665,2.6279855
3671,77.79057,141.26288,141.77165,0.16801295,10.127044,2.63136
3672,75.38138,139.45448,130.0235,0.15042166,6.8055425,2.644227
3673,75.62906,135.0594,136.09639,0.15011275,5.9415336,2.6412108
3674,73.16785,126.604294,141.37048,0.14858001,7.1966567,2.638108
3675,66.61873,118.35931,127.92177,0.11780833,7.2980003,2.6515863
3676,62.506256,116.7221,117.11175,0.09393296,7.7594833,2.6617577
3677,63.722275,127.64401,112.40937,0.09210834,11.1067505,2.6634903
3678,72.226006,142.7507,131.09494,0.12162471,16.889887,2.6403754
3679,82.60707,147.05309,159.69652,0.17287722,18.171501,2.6070454
3680,81.52167,139.99496,161.1154,0.18135881,12.2238,2.6056607
3681,69.54447,132.5938,128.84586,0.1244321,6.4615855,2.6426923
3682,68.50965,132.44379,123.55671,0.109078236,5.920929,2.6441014
3683,78.230156,136.98819,154.07716,0.16170588,12.865833,2.6014674
3684,82.40593,139.77568,161.38152,0.19092943,15.821383,2.5848157
3685,79.004944,140.42334,144.6633,0.16171737,9.144357,2.582738
3686,77.395645,140.2306,138.22731,0.14470764,6.129386,2.567587
3687,80.99017,139.53018,148.588,0.17016001,8.808833,2.5450146
3688,80.62869,138.5495,140.9377,0.16324474,10.107643,2.5089862
3689,79.23164,137.32173,131.25418,0.14383526,8.333858,2.4749172
3690,78.26584,135.24858,131.46982,0.13837866,9.022833,2.4800942
3691,77.1778,132.26476,134.77191,0.14282706,11.032066,2.5052419
3692,74.86798,128.94888,131.19868,0.13401844,11.256099,2.5070596
3693,74.2596,127.50787,124.34238,0.124793164,10.749614,2.4911182
3694,75.35694,129.87735,125.94163,0.1316925,11.673066,2.4875689
3695,74.555115,138.00429,127.56375,0.12962668,13.077484,2.5327442
3696,78.25782,149.11414,145.47107,0.15044737,12.656901,2.5780747
3697,83.52147,153.70729,165.97163,0.17874372,12.882614,2.5880475
3698,84.41678,145.70558,174.00905,0.19031936,10.3137665,2.59249
3699,76.68105,127.8774,151.64713,0.163663,6.251657,2.6167116
3700,69.91233,115.80499,127.89868,0.1240658,5.5376854,2.6324065
3701,65.84943,111.855286,114.45499,0.088875614,7.377617,2.6263168
3702,65.02055,115.53889,108.48948,0.07432667,10.735799,2.6186087
3703,71.668434,123.65499,129.6377,0.1101055,17.562086,2.6042042
3704,76.88035,131.13481,149.11548,0.14534159,20.998886,2.5841084
3705,78.38662,133.98813,151.76955,0.15489563,16.215631,2.5648165
3706,73.78891,131.74078,138.70978,0.13127236,11.642814,2.5537243
3707,71.98796,130.91096,127.40688,0.11279949,11.011285,2.5426416
3708,75.24872,132.3841,127.6147,0.12202824,11.843101,2.5165238
3709,77.103424,135.19574,140.5375,0.14405876,15.4414015,2.5206938
3710,77.19874,140.23322,150.21704,0.15413822,14.37357,2.5518386
3711,78.89851,143.5408,153.24173,0.16127299,11.098944,2.5589974
3712,82.10843,143.62003,160.86932,0.17814177,10.0466,2.5605383
3713,79.44092,132.81621,156.50548,0.16905555,8.838128,2.568736
3714,70.22633,120.61828,122.890785,0.1114694,7.3132577,2.5887623
3715,64.22695,116.8878,98.61926,0.07174334,7.0255833,2.58979
3716,64.46946,116.83905,103.363785,0.07342471,13.315967,2.572806
3717,67.57228,118.82375,118.7186,0.094856314,22.185558,2.5703728
3718,69.489716,119.09544,131.05096,0.11854,24.477829,2.5848584
3719,68.10409,115.712456,123.19217,0.114068896,20.151068,2.6059105
3720,63.950447,112.32559,95.002144,0.074598335,13.807543,2.6068532
3722,65.36079,111.35443,113.69744,0.08299824,28.911432,2.5651383
3724,68.494896,116.26024,124.21925,0.105786666,27.5189,2.5519028
3725,70.03378,118.856804,127.39472,0.11694052,20.893614,2.58091
3726,70.09323,121.450615,127.18999,0.12191059,18.801683,2.599173
3727,68.15942,124.02684,119.750336,0.11044833,14.644851,2.602213
3728,67.993614,129.03842,111.48023,0.09705722,11.983029,2.590646
3729,78.89415,133.52306,139.04984,0.15740526,12.996614,2.566653
3730,85.295456,133.64545,162.4421,0.20790236,17.3774,2.5505764
3731,71.277626,126.87384,127.34033,0.13699803,11.916886,2.5521646
3732,64.56064,126.07992,104.21101,0.08542882,6.2491,2.5508952
3733,74.31597,135.05779,132.1693,0.12880562,13.153801,2.547425
3734,81.331245,134.36107,159.11752,0.18945175,28.777033,2.559828
3735,76.087326,129.46599,139.60509,0.16512951,21.671759,2.5650783
3736,72.74307,130.17712,121.87332,0.12695295,7.9773293,2.5375507
3737,78.82569,137.89912,145.56862,0.15299751,9.727933,2.5231874
3738,79.55675,147.17558,159.4457,0.16673212,15.758543,2.564352
3739,80.72252,154.19078,165.52579,0.1752255,12.723485,2.579385
3740,85.30483,155.20398,176.56781,0.1971875,6.8383,2.5562613
3741,83.97333,146.64526,174.80896,0.19578178,6.656433,2.5602884
3742,77.2798,136.18307,163.4636,0.17637579,5.5637712,2.5898533
3743,72.85523,130.76456,155.74283,0.15632251,5.311157,2.5905054
3744,73.66737,130.20793,158.02158,0.153245,6.805967,2.5678906
3745,74.75839,132.73697,160.1747,0.15648632,10.083343,2.5665946
3746,75.08719,131.24278,159.36064,0.15642631,10.679201,2.571543
3747,74.75137,126.14204,150.87015,0.14872335,9.742034,2.5776427
3748,70.598335,120.42766,129.56204,0.11850063,9.7309675,2.5695283
3749,68.59292,115.7241,116.209564,0.09832527,8.712329,2.5312636
3750,70.36484,114.918365,117.2235,0.10342,12.145315,2.5029252
3751,70.764824,118.67817,113.75053,0.10482389,16.821249,2.5057003
3752,69.797966,127.37335,110.3226,0.10122624,15.279816,2.533835
3753,75.48342,138.59053,122.20549,0.12190736,14.824271,2.5716393
3754,80.909294,142.79326,144.10434,0.17067897,15.69773,2.5945685
3755,78.91718,141.50735,154.72365,0.19215779,13.872017,2.6075788
3756,75.87834,141.53212,149.36368,0.17420943,7.5934424,2.611261
3757,77.045586,146.78423,149.07654,0.17607053,5.8581576,2.6190574
3758,80.6214,153.64156,153.69394,0.18930705,7.3413835,2.6153295
3759,83.901375,157.91013,162.71957,0.2064261,7.3979335,2.5881948
3760,83.285736,161.53534,164.0492,0.20250002,6.535543,2.5969462
3761,84.528824,160.71109,166.46622,0.2054055,5.401386,2.6112144
3762,87.44123,152.28061,168.55309,0.22365822,5.2220664,2.5999365
3763,78.39043,141.83757,153.37683,0.1985384,4.7582,2.6228573
3764,70.35003,138.53662,135.4874,0.16520555,3.9169002,2.6553938
3765,75.875404,140.51239,120.069786,0.17604832,5.197333,2.6288295
3766,80.0945,141.8043,120.57318,0.19159414,9.23,2.5925148
3767,78.53486,140.3665,169.77394,0.17931685,8.781358,2.593634
3768,76.48952,138.14963,178.16647,0.1621122,6.1147146,2.6064978
3769,73.28767,136.43202,140.87161,0.14983669,6.2572837,2.61834
3770,75.49937,132.90294,131.49757,0.15902054,6.978157,2.609416
3771,73.20021,126.60932,122.75334,0.14507315,7.6615853,2.605115
3772,66.21024,119.27706,115.848755,0.10936187,7.0402164,2.601059
3773,68.37601,117.44179,127.01754,0.103315,8.310417,2.5874922
3774,70.323494,118.32082,130.16945,0.12118422,12.444715,2.56615
3775,71.801704,121.46244,127.601265,0.14358422,11.813186,2.5468073
3776,75.57341,127.91114,141.46437,0.15775189,11.664184,2.5580587
3777,74.16231,135.22487,150.16647,0.16060351,15.410385,2.5902052
3778,73.68744,144.75148,153.55406,0.16857842,13.055842,2.596581
3779,82.48829,158.33795,161.38943,0.20713,7.884416,2.5725098
3780,90.96897,170.00232,168.19086,0.25093687,8.367734,2.5452776
3781,91.42491,177.1241,169.18703,0.268766,7.046229,2.5417016
3782,92.54162,181.07079,170.2742,0.27631786,4.6048,2.546903
3783,93.80934,180.64117,170.66502,0.2676517,3.5538332,2.5562959
3784,92.30604,178.00682,171.1062,0.25241062,3.4720669,2.5659962
3785,90.51361,172.73785,172.1877,0.24383497,3.4437282,2.5738063
3786,86.750305,167.38399,169.95259,0.22874947,3.8400857,2.5810835
3787,83.56153,167.12828,163.51031,0.21196225,4.1015167,2.5892484
